symbol,date,factor_date,sector,factor_score,score_momentum,score_value,score_quality,score_growth,score_low_risk,score_liquidity,has_fundamentals,fundamental_filing_date,fundamental_row_age_days
ABUK,2021-02-28,2021-03-01,materials,0.5971726190476191,0.7857142857142858,0.6,0.5,0.58125,0.20833333333333334,0.625,False,,
ABUK,2021-03-31,2021-04-01,materials,0.5563095238095238,0.6571428571428573,0.6,0.5,0.525,0.2666666666666667,0.6,False,,
ABUK,2021-05-04,2021-05-05,materials,0.6004464285714286,0.6785714285714286,0.525,0.5,0.5437500000000001,0.625,0.75,False,,
ABUK,2021-12-30,2022-01-02,materials,0.4903011204481793,0.27731092436974797,0.5333333333333333,0.5,0.4161764705882353,0.6470588235294118,0.9411764705882353,False,,
ABUK,2022-01-31,2022-02-01,materials,0.4822985347985349,0.3296703296703297,0.55,0.5,0.4519230769230769,0.5897435897435898,0.6923076923076923,False,,
ABUK,2022-02-28,2022-03-01,materials,0.5093253968253968,0.39682539682539686,0.55,0.5,0.46944444444444444,0.6666666666666667,0.6666666666666666,False,,
ABUK,2022-03-31,2022-04-03,materials,0.6942532467532468,0.33766233766233766,1.0,1.0,0.475,0.8181818181818183,0.6363636363636364,True,2022-03-31,0.0
ABUK,2022-04-28,2022-05-08,materials,0.7134307359307359,0.49350649350649356,0.875,0.925,0.5386363636363637,0.8787878787878789,0.6363636363636364,True,2022-03-31,28.0
ABUK,2022-05-31,2022-06-01,materials,0.8242857142857144,0.7142857142857143,1.0,1.0,0.6,0.5000000000000001,1.0,True,2022-05-30,1.0
ABUK,2022-06-29,2022-07-03,materials,0.8328571428571427,0.8095238095238095,1.0,1.0,0.5666666666666668,0.33333333333333337,1.0,True,2022-05-30,30.0
ABUK,2022-07-31,2022-08-01,materials,0.7980952380952381,0.904761904761905,0.65,0.825,0.65,0.6666666666666667,1.0,True,2022-05-30,62.0
ABUK,2022-08-31,2022-09-01,materials,0.7992738095238096,0.8428571428571429,0.6583333333333332,0.8104166666666668,0.7600000000000001,0.8666666666666667,0.9,True,2022-08-29,2.0
ABUK,2022-09-29,2022-10-02,materials,0.7259404761904763,0.642857142857143,0.7249999999999999,0.8104166666666668,0.66,0.6,1.0,True,2022-08-29,31.0
ABUK,2022-10-31,2022-11-01,materials,0.7917738095238095,0.7928571428571429,0.8499999999999999,0.885,0.7525000000000001,0.46666666666666673,0.85,True,2022-10-24,7.0
