rebalance_date,selection_date,rank,symbol,holding_name,score,ret_3m,ret_6m,median_daily_value,median_daily_volume,coverage_ratio,score_momentum,score_value,score_quality,score_low_risk,score_liquidity,has_fundamentals,fundamental_period_end,fundamental_filing_date,earnings_yield,book_to_price,roe,roa,cash_conversion,leverage_inverse,revenue_growth,net_income_growth,positive_earnings_count_4p,margin_stability_4p,fundamental_row_age_days,target_weight
2022-07-03,2022-06-29,5,TMGH,T M G Holding,0.6146273291925466,-0.21011235955056184,-0.20654627539503378,14789416.8,1848258.0,1.0,0.7826086956521741,0.4642857142857143,0.4892857142857143,0.4782608695652174,0.782608695652174,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,6,AMOC,Alexandria Mineral Oils Company,0.5972360248447206,-0.1583924349881798,0.02298850574712641,9108972.209999999,2505761.0,1.0,0.7826086956521741,0.4642857142857143,0.4892857142857143,0.39130434782608703,0.7391304347826086,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,7,COMI,Commercial International Bank-Egypt (CIB),0.5787422360248448,-0.24680851063829778,-0.2668639053254437,106018814.72,3597614.0,1.0,0.6211180124223603,0.4642857142857143,0.4946428571428571,0.463768115942029,1.0,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,8,CCAP,QALA For Financial Investments,0.5652173913043478,-0.16666666666666663,-0.07258064516129037,6422645.49,5098089.0,1.0,0.5279503105590062,0.5,0.5,0.7681159420289856,0.6521739130434783,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,1,ABUK,Abou Kir Fertilizers,0.7233333333333333,-0.0626515763945027,0.08873239436619729,20057085.0,823879.0,1.0,0.9251700680272108,0.46153846153846156,0.48846153846153845,0.8253968253968254,0.8571428571428571,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,2,HRHO,EFG Holding,0.6487728937728938,-0.08058252427184465,-0.04343434343434338,36397637.949999996,3984916.0,1.0,0.6598639455782314,0.5,0.5057692307692307,0.8095238095238096,0.9523809523809523,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,3,ETEL,Telecom Egypt,0.6114285714285714,-0.13346104725415064,-0.19704142011834314,4936850.36,363164.0,1.0,0.6870748299319729,0.46153846153846156,0.48846153846153845,0.888888888888889,0.47619047619047616,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,4,JUFO,Juhayna Food Industries,0.6078205128205129,0.017735334242837686,0.06571428571428561,998334.0,134767.0,1.0,0.8775510204081634,0.46153846153846156,0.4942307692307693,0.6666666666666667,0.09523809523809523,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,5,MCQE,Misr Cement - Qena,0.5911538461538461,0.007391763463568957,-0.0344129554655872,1424475.77,153768.0,1.0,0.7687074829931972,0.46153846153846156,0.4942307692307693,0.7777777777777779,0.14285714285714285,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,6,TMGH,T M G Holding,0.5876190476190477,-0.17586206896551715,-0.1843003412969283,14131691.0,1744035.0,1.0,0.6802721088435375,0.46153846153846156,0.48846153846153845,0.5555555555555557,0.7619047619047619,False,,,,,,,,,,,,,,0.125
