date,momentum_pyramid_equity,annual_top10_dca_equity,etf_dca_equity
2024-02-04,1051010.7145636207,1696960.1489870003,1498233.4151753802
2024-02-05,1060537.2945636206,1714286.3517761203,1494828.4051753802
2024-02-06,1082025.4045636205,1741263.1742901308,1491909.82517538
2024-02-07,1100545.4969405807,1758433.6374794105,1457859.72517538
2024-02-08,1090942.5569405805,1756915.5608687701,1529851.36517538
2024-02-11,1106486.1769405806,1768886.6908687705,1518177.04517538
2024-02-12,1121173.8569405805,1759045.3708687702,1506989.1551753802
2024-02-13,1116982.3469405808,1778237.8908687707,1522554.9151753802
2024-02-14,1116724.1769405806,1784527.2308687705,1528392.07517538
2024-02-15,1124762.9369405806,1799332.6808687705,1542498.54517538
2024-02-18,1120184.7869405807,1794315.2908687706,1569252.19517538
2024-02-19,1143540.8269405807,1815502.1608687704,1556118.5851753799
2024-02-20,1135498.0069405804,1817996.3908687704,1573630.06517538
2024-02-21,1137602.9669405806,1819698.0008687703,1566820.04517538
2024-02-22,1150187.9969405807,1833551.5208687705,1564874.32517538
2024-02-25,1121557.3769405806,1857563.2108687705,1532769.9451753802
2024-02-26,1179002.2869405807,1925648.4908687703,1557577.8751753801
2024-02-27,1182988.2869405807,1950151.4363839806,1545417.12517538
2024-02-28,1186506.2269405806,1946692.8063839804,1555632.1551753802
2024-02-29,1209306.0069405807,1962214.4763839806,1542984.97517538
2024-03-03,1244017.3981214506,2026648.1975813503,1557366.2056835801
2024-03-04,1301680.6794560307,2110711.6535777706,1595063.86568358
2024-03-05,1272653.4100002707,2071024.9103324902,1584293.10568358
2024-03-06,1215605.8935356908,1999925.4125633906,1699833.9856835802
2024-03-07,1240774.5920270907,2036198.8683036906,1654303.0456835802
2024-03-10,1237934.6212727907,2056203.5646692407,1716969.2856835802
2024-03-11,1203999.5012727908,2003769.8907596804,1834468.4856835802
2024-03-12,1193630.7612727908,1994621.3874753704,1746833.66568358
2024-03-13,1151713.9012727907,1918821.9774753705,1759562.74568358
2024-03-14,1158807.2612727906,1923182.2765670104,1643532.2856835802
2024-03-17,1131562.7212727908,1884778.1165670103,1686615.3256835802
2024-03-18,1029143.4412727908,1730997.7265670104,1592126.3856835803
2024-03-19,1007870.8530695107,1706897.8765670105,1518689.38568358
2024-03-20,1028903.3630695108,1735442.5865670105,1559324.5256835802
2024-03-21,1042071.9530695108,1743820.9765670104,1541210.0656835802
2024-03-24,1035958.1930695107,1732517.3465670105,1536803.8456835803
2024-03-25,1058370.9230695108,1758475.3865670105,1566178.64568358
2024-03-26,1057549.6830695109,1758913.7365670106,1582334.7856835802
2024-03-27,1038814.5630695106,1736398.1565670103,1566668.2256835802
2024-03-28,1029668.5630695106,1712791.5565670105,1520647.7056835801
2024-03-31,1013548.6030695108,1691009.7065670104,1485887.5256835802
2024-04-01,1071857.9834043607,1768363.7642319505,1459390.17282343
2024-04-02,1051479.909003751,1762371.3768590505,1535292.1528234298
2024-04-03,1052692.5143726908,1759555.3209997206,1515577.35282343
2024-04-04,1086877.7743868309,1809068.3858356604,1518041.70282343
2024-04-07,1104765.813843641,1834192.5570281404,1548106.77282343
2024-04-08,1117900.1316527806,1869122.2866700003,1529377.71282343
2024-04-15,1164716.842524131,1922068.9253864905,1548106.77282343
2024-04-16,1142091.982524131,1886910.3653864905,1604293.9528234298
2024-04-17,1158878.0825241308,1911693.2953864904,1596408.03282343
2024-04-18,1092493.7525241307,1821114.22538649,1591479.33282343
2024-04-21,1106268.512524131,1828175.5753864904,1538249.37282343
2024-04-22,1074012.772524131,1775317.8053864904,1554021.21282343
2024-04-23,1015178.6725241308,1678722.6353864905,1517055.96282343
2024-04-24,970613.6225241307,1627029.9868540806,1393345.59282343
2024-04-28,906543.9525241308,1532265.7868540809,1414046.13282343
2024-04-29,987561.0325241308,1642251.9368540805,1351944.51282343
2024-04-30,912472.8725241307,1528882.5268540806,1425382.14282343
2024-05-01,957600.7540493307,1602294.1966819605,1351150.24613174
2024-05-02,991680.8673165708,1684541.7616679603,1395840.64613174
2024-05-07,985842.6838141507,1668243.0340859306,1442020.72613174
2024-05-08,988519.8490760508,1675123.3261787705,1458407.20613174
2024-05-09,975140.1119561108,1669890.2283716502,1434572.3261317401
2024-05-12,934219.3019561108,1604162.4404394804,1435068.88613174
2024-05-13,940734.5719561108,1607869.4304394803,1389385.3661317402
2024-05-14,940441.0674963308,1594821.4104394803,1401302.8061317399
2024-05-15,930603.8674963309,1583036.5404394805,1398820.00613174
2024-05-16,954281.6574963309,1636685.3104394807,1397826.88613174
2024-05-19,1022466.4074963309,1693611.2404394804,1470324.64613174
2024-05-20,1054529.6674963308,1727523.7304394806,1516504.72613174
2024-05-21,1027463.7274963307,1708205.9804394804,1514518.48613174
2024-05-22,1021125.9274963307,1716074.5804394805,1492173.28613174
2024-05-23,1018330.8374963307,1712069.0504394805,1501111.3661317402
2024-05-26,1026613.8874963309,1726017.5504394805,1500118.24613174
2024-05-27,1008947.8674963308,1710733.4404394804,1517994.40613174
2024-05-28,999716.4174963308,1695093.0904394803,1506573.52613174
2024-05-29,1001372.2674963309,1682718.3604394803,1504090.72613174
2024-05-30,977588.9074963309,1659008.2004394801,1496642.3261317401
2024-06-02,974533.9620779508,1645182.8998491403,1497632.98841864
2024-06-03,981888.2520848807,1649390.2933285604,1495133.63841864
2024-06-04,983146.7254033707,1657342.4746130805,1492634.2884186401
2024-06-05,972103.3454033707,1628586.5556975205,1500632.20841864
2024-06-06,954944.9354033708,1617707.0869150106,1478138.0584186402
2024-06-09,913734.4254033706,1551917.8286577105,1478138.0584186402
2024-06-10,937802.1854033708,1572862.0508505905,1428650.92841864
2024-06-11,975654.4454033709,1586684.4928934104,1441647.5484186402
2024-06-12,985764.8754033708,1596582.3350612805,1453144.5584186402
2024-06-13,1005435.5754033708,1621425.2150612806,1456143.7784186401
2024-06-23,1032116.6454033707,1664839.3950612806,1480637.40841864
2024-06-24,1046095.3354033707,1652689.4650612804,1507130.51841864
2024-06-25,1106011.9954033706,1676706.9250612806,1502631.68841864
2024-06-26,1098439.565403371,1676876.4750612807,1518127.65841864
2024-06-27,1088347.0354033709,1678181.9850612807,1530624.40841864
2024-07-01,1139807.288433071,1695552.0105473606,1555115.07992324
2024-07-02,1136936.531196211,1698942.2485636105,1566686.60992324
2024-07-03,1126242.2174787307,1706141.8475812303,1577251.91992324
2024-07-04,1114933.2746155907,1712326.258898761,1588320.33992324
2024-07-07,1142585.863106991,1737645.2100412205,1604922.96992324
2024-07-08,1145643.421902511,1720927.1211836806,1583289.23992324
2024-07-09,1162467.621902511,1718257.0025262204,1590835.88992324
2024-07-10,1151166.741902511,1718543.6225262207,1589829.66992324
2024-07-14,1129002.4919025109,1693697.5325262204,1583792.34992324
2024-07-15,1124968.821902511,1691744.1325262205,1570208.37992324
2024-07-16,1129816.061902511,1683657.9725262206,1565177.27992324
2024-07-17,1172742.2019025108,1732382.4725262204,1558133.73992324
2024-07-18,1184839.4919025109,1755573.5325262204,1586811.00992324
2024-07-21,1180291.561902511,1764243.0725262205,1603916.74992324
2024-07-22,1164784.941902511,1762086.4925262204,1610960.2899232402
2024-07-23,1164100.341902511,1754117.7625262206,1622531.81992324
2024-07-24,1146229.2019025108,1757790.0925262205,1633600.23992324
2024-07-28,1140295.641902511,1755987.7825262207,1627562.91992324
2024-07-29,1132632.891902511,1744133.8825262205,1626053.58992324
2024-07-30,1146931.3219025112,1768194.5125262206,1613978.9499232399
2024-07-31,1172309.831902511,1797413.3325262207,1640140.66992324
2024-08-01,1173900.6689454208,1798854.9480173104,1653628.34619974
2024-08-04,1117793.376024261,1740600.4425891705,1652109.86619974
2024-08-05,1084976.663997521,1690228.0113226706,1605543.14619974
2024-08-06,1107611.9445497608,1720331.6426572104,1566062.66619974
2024-08-07,1126873.264549761,1759206.8425491704,1586309.06619974
2024-08-08,1129466.598293261,1768327.3822910707,1620727.94619974
2024-08-11,1170872.8882932607,1817494.0916578206,1655146.8261997402
2024-08-12,1170215.158293261,1816345.3103993204,1670331.62619974
2024-08-13,1157810.288293261,1800932.0303993204,1670331.62619974
2024-08-14,1172371.558293261,1803724.6403993205,1660208.4261997398
2024-08-15,1167758.7182932608,1781550.2403993204,1661726.90619974
2024-08-18,1172872.838293261,1775999.4903993204,1666282.34619974
2024-08-19,1185872.678293261,1757231.1603993203,1652109.86619974
2024-08-20,1196032.358293261,1765701.9403993203,1649072.90619974
2024-08-21,1209802.938293261,1752954.6403993203,1682479.46619974
2024-08-22,1194933.868293261,1754530.2503993206,1673368.5861997402
2024-08-25,1209329.588293261,1732650.9803993206,1693614.98619974
2024-08-26,1200373.138293261,1744097.8403993205,1691084.1861997398
2024-08-27,1232194.1482932607,1773704.7103993206,1710824.4261997398
2024-08-28,1255575.818293261,1794501.3503993202,1711836.74619974
2024-08-29,1258648.438293261,1812035.2503993204,1731070.8261997402
2024-09-01,1287576.1070607812,1848477.0575430503,1744580.36875274
2024-09-02,1274350.6467768906,1847457.6340216906,1761888.40875274
2024-09-03,1287848.696148651,1868985.6889036507,1742035.0687527398
2024-09-04,1286202.4999671814,1878595.5338856506,1758324.98875274
2024-09-05,1283291.3599671808,1874556.7118518408,1757306.86875274
2024-09-08,1244828.6799671813,1827643.7499680906,1718618.3087527398
2024-09-09,1259767.359967181,1824277.6285345205,1726763.26875274
2024-09-10,1239564.629967181,1818913.3673010303,1707418.98875274
2024-09-11,1245088.509967181,1827503.6660675406,1722181.72875274
2024-09-12,1243881.579967181,1826031.7160675405,1725236.08875274
2024-09-16,1236786.8799671812,1805456.6260675404,1725745.14875274
2024-09-17,1217062.1099671812,1809151.6460675404,1712000.52875274
2024-09-18,1219351.949967181,1812118.1460675404,1706909.9287527401
2024-09-19,1277249.369967181,1865045.7860675405,1717600.1887527402
2024-09-22,1287915.1999671808,1864081.3360675403,1750180.02875274
2024-09-23,1270127.129967181,1855690.1560675404,1762397.46875274
2024-09-24,1268968.6499671808,1849521.8560675404,1755270.6287527399
2024-09-25,1291010.189967181,1861372.1660675406,1746616.60875274
2024-09-26,1293057.6099671808,1873185.5160675405,1777669.26875274
2024-09-29,1320374.9399671813,1908902.5760675406,1769015.24875274
2024-09-30,1315176.8999671808,1913796.5660675406,1791413.8887527399
2024-10-01,1329731.996394631,1925251.5570277807,1795783.50999924
2024-10-02,1305454.488193371,1887851.7032943403,1790664.40999924
2024-10-03,1318475.833846641,1911654.9649930405,1781450.0299992398
2024-10-07,1301357.7969148709,1942008.3523259806,1811140.80999924
2024-10-08,1252311.536914871,1905295.8112425504,1809093.1699992402
2024-10-09,1268808.6913336408,1928324.3706343104,1771211.82999924
2024-10-10,1243148.4613336409,1916875.6601511205,1767628.45999924
2024-10-13,1202754.5613336407,1870629.6799930604,1717973.1899992402
2024-10-14,1206401.2413336409,1882025.5298099902,1704663.5299992398
2024-10-15,1226007.871333641,1938139.67980999,1740497.22999924
2024-10-16,1236177.3013336407,1929010.7498099904,1740497.22999924
2024-10-17,1223287.751333641,1909733.3698099905,1737937.6799992402
2024-10-20,1209759.7113336404,1886408.1398099905,1725651.8399992401
2024-10-21,1248932.5613336407,1940610.5898099903,1723604.19999924
2024-10-22,1243085.9113336408,1904866.9798099904,1742544.86999924
2024-10-23,1256849.1413336408,1912062.7398099904,1748687.7899992398
2024-10-24,1253149.301333641,1919627.8998099905,1747663.96999924
2024-10-27,1257508.591333641,1932498.4698099904,1754318.79999924
2024-10-28,1247804.0113336407,1926716.0798099905,1770188.00999924
2024-10-29,1229742.751333641,1917321.6498099903,1768140.36999924
2024-10-30,1221921.501333641,1897083.2998099905,1756366.4399992402
2024-10-31,1233196.401333641,1906624.7698099904,1745616.32999924
2024-11-03,1248517.4376986006,1917788.7782833304,1772030.7449912203
2024-11-04,1244425.9379537108,1904623.7272999405,1779753.04499122
2024-11-05,1241252.8835479512,1925772.5964416002,1771515.92499122
2024-11-06,1257956.323547951,1939354.0257333205,1779753.04499122
2024-11-07,1268848.3335479507,1952719.9648499705,1794168.0049912203
2024-11-10,1269057.053547951,1957183.8448499704,1807038.5049912203
2024-11-11,1268630.943547951,1965156.6348499705,1822997.92499122
2024-11-12,1263467.7435479509,1962072.9348499703,1827116.4849912203
2024-11-13,1250391.2935479512,1949149.8848499705,1815275.62499122
2024-11-14,1258987.603547951,1948348.4248499705,1822997.92499122
2024-11-17,1256693.313547951,1932293.2048499705,1790049.4449912203
2024-11-18,1235184.7835479507,1904553.8648499704,1769456.64499122
2024-11-19,1211815.203547951,1886664.7248499705,1762249.16499122
2024-11-20,1216815.7935479512,1884735.7748499706,1776664.12499122
2024-11-21,1219494.4135479508,1880283.0648499706,1767912.1849912202
2024-11-24,1207678.9835479509,1858608.4248499703,1769971.4649912203
2024-11-25,1201641.4835479509,1867244.1048499707,1756071.3249912201
2024-11-26,1211936.7035479508,1879824.2248499705,1748863.8449912202
2024-11-27,1205062.2735479507,1863776.7248499705,1747319.38499122
2024-11-28,1213757.3035479512,1870115.6954422104,1727241.40499122
2024-12-01,1249245.599071671,1891004.8697608607,1767709.20740418
2024-12-02,1254727.719071671,1890930.1196948404,1774440.34740418
2024-12-03,1246448.8290716708,1901278.4697788807,1776511.4674041802
2024-12-04,1267094.4890716707,1916899.6001630404,1781689.2674041798
2024-12-05,1275310.049071671,1911261.2503551205,1794115.98740418
2024-12-08,1287382.5690716708,1935009.7402971003,1813273.84740418
2024-12-09,1276998.2490716707,1915562.5000890205,1814827.18740418
2024-12-10,1270688.6790716706,1902007.9702060705,1803436.02740418
2024-12-11,1255535.219071671,1905410.4007482904,1780653.70740418
2024-12-12,1279669.969071671,1907347.3707482903,1787902.6274041801
2024-12-15,1291161.259071671,1901677.6507482904,1787384.84740418
2024-12-16,1299898.829071671,1907266.8407482903,1789455.9674041802
2024-12-17,1327719.3090716708,1898357.7107482902,1786867.0674041798
2024-12-18,1307309.6690716709,1874110.6907482904,1779100.36740418
2024-12-19,1310320.269071671,1875887.7407482904,1773922.5674041798
2024-12-22,1302705.139071671,1869474.4107482904,1752693.58740418
2024-12-23,1290584.799071671,1872850.4307482904,1765638.08740418
2024-12-24,1283288.6090716706,1862058.5407482905,1751140.24740418
2024-12-25,1272202.589071671,1863999.2307482904,1742337.98740418
2024-12-26,1286466.869071671,1861133.0407482903,1744926.8874041801
2024-12-29,1297872.2090716707,1841324.9307482904,1731982.3874041801
2024-12-30,1296317.2590716712,1820194.9307482904,1720591.22740418
2024-12-31,1319524.919071671,1856941.9807482904,1715413.4274041802
2025-01-02,1354972.271707471,1893467.9856553709,1739392.4907415
2025-01-05,1359899.972741891,1906111.7256553704,1757619.4407415001
2025-01-06,1346196.3450848311,1891586.8056553705,1764910.2207415001
2025-01-08,1337015.3950848312,1870174.5556553707,1736788.6407415003
2025-01-09,1329662.6650848312,1847620.2556553707,1741475.5707415
2025-01-12,1322418.125084831,1821245.9656553706,1722207.0807415002
2025-01-13,1296340.7350848308,1776459.1456553706,1712833.2207415001
2025-01-14,1296819.295084831,1765556.6856553706,1670130.0807415002
2025-01-15,1362855.8850848312,1833559.3656553703,1694606.2707415
2025-01-16,1388179.545084831,1861102.2656553707,1719082.4607415
2025-01-19,1422581.6650848307,1903255.7756553707,1731580.9407415001
2025-01-20,1392754.6050848311,1870045.6556553706,1738871.7207415001
2025-01-21,1435027.335084831,1913226.1056553705,1732101.7107415
2025-01-22,1440859.5850848309,1918301.5856553705,1734184.7907415
2025-01-23,1450934.0750848309,1938464.1056553703,1731060.1707415003
2025-01-26,1484181.485084831,1956778.8356553705,1738350.9507415004
2025-01-27,1463688.4350848312,1945136.8656553705,1744600.1907415001
2025-01-28,1457871.7950848308,1949436.1056553707,1740954.8007415
2025-01-29,1455751.2150848308,1941042.4356553706,1726373.2407415
2025-01-30,1458275.9950848308,1952734.5756553707,1730539.4007414998
2025-02-02,1481006.1186763411,1980120.7938374805,1768630.1506484502
2025-02-03,1465425.5186763413,1953693.1444407904,1761298.0706484502
2025-02-04,1446014.8886763412,1937539.1106692906,1751347.39064845
2025-02-05,1437371.9686763412,1925925.4506692903,1746110.1906484503
2025-02-06,1450794.0286763408,1942633.0806692904,1750299.95064845
2025-02-09,1469202.618676341,1963732.1706692907,1766535.27064845
2025-02-10,1455817.2886763415,1962281.7306692903,1766011.55064845
2025-02-11,1413528.4886763413,1905508.8206692904,1759726.9106484503
2025-02-12,1427153.738676341,1912738.4506692907,1740349.27064845
2025-02-13,1436209.9586763412,1935453.3306692904,1747681.35064845
2025-02-16,1453121.6786763412,1971850.1206692907,1804766.8306484502
2025-02-17,1468071.8986763414,1982570.8806692904,1790626.39064845
2025-02-18,1461306.4286763412,1980825.1506692907,1785912.9106484503
2025-02-19,1452053.7086763415,1972515.2206692905,1804766.8306484502
2025-02-20,1487432.1286763414,2012779.3106692906,1815241.2306484499
2025-02-23,1523436.5886763413,2040381.8206692908,1821002.1506484502
2025-02-24,1516004.5686763409,2033391.7706692906,1823097.0306484501
2025-02-25,1507805.9786763412,2020513.7306692903,1817859.8306484502
2025-02-26,1508847.658676341,2017035.8306692909,1801624.5106484499
2025-02-27,1508477.1986763412,2013195.2106692907,1800577.0706484502
2025-03-02,1527115.549942901,2045799.4647758205,1808951.9244079501
2025-03-03,1530831.5730565607,2060508.7865115707,1822644.04440795
2025-03-04,1537894.929255791,2068904.1688885305,1830543.3444079498
2025-03-05,1534918.427067921,2053118.7088885305,1817377.8444079498
2025-03-06,1531382.2948800512,2058028.23888853,1824223.90440795
2025-03-09,1533182.8338216313,2062472.2688885303,1827910.24440795
2025-03-10,1539248.2928922612,2081193.5588885306,1842655.60440795
2025-03-11,1535791.8128922612,2086344.5988885304,1836336.16440795
2025-03-12,1578778.9928922614,2108897.9588885303,1826857.0044079497
2025-03-13,1608052.292892261,2139527.768888531,1833703.06440795
2025-03-16,1600621.5128922611,2154516.6088885306,1833176.4444079502
2025-03-17,1596905.222892261,2144441.3088885304,1835809.54440795
2025-03-18,1629315.4328922613,2169089.6788885305,1856874.3444079498
2025-03-19,1624026.9828922611,2162602.89888853,1865826.8844079499
2025-03-20,1628468.0628922612,2158957.2088885303,1851081.5244079498
2025-03-23,1622609.1028922612,2178295.5588885304,1870039.8444079498
2025-03-24,1610986.7528922616,2158401.39888853,1888471.54440795
2025-03-25,1598785.6228922615,2139541.058888531,1892684.5044079497
2025-03-26,1597788.5028922614,2136239.66888853,1875306.04440795
2025-03-27,1634867.722892261,2181835.6188885304,1874252.80440795
2025-04-03,1668863.289086651,2208047.3949538404,1900553.06392775
2025-04-06,1596089.7790866513,2108681.9043426504,1824319.4639277502
2025-04-07,1586913.559086651,2092204.3547188106,1817966.6639277502
2025-04-08,1607734.5790866509,2121071.35808716,1807378.6639277502
2025-04-09,1556202.6190866511,2058030.1580871604,1833319.2639277503
2025-04-10,1595970.4290866507,2100878.5280871606,1800496.46392775
2025-04-13,1609487.939086651,2131629.2480871608,1842848.4639277502
2025-04-14,1658935.0790866509,2179855.7980871606,1864024.4639277502
2025-04-15,1660166.9990866513,2182145.7980871606,1864024.4639277502
2025-04-16,1629658.7490866513,2152081.858087161,1869318.4639277502
2025-04-17,1637786.259086651,2155575.8280871604,1860318.6639277502
2025-04-22,1631920.8990866512,2156485.8480871604,1861906.8639277501
2025-04-23,1666453.599086651,2200748.2680871603,1852377.6639277502
2025-04-27,1693134.5390866513,2227052.2580871605,1898964.86392775
2025-04-28,1702128.4690866512,2253839.4980871608,1914317.46392775
2025-04-29,1704354.2590866508,2266339.258087161,1926493.6639277502
2025-04-30,1692042.919086651,2262153.4980871603,1928081.8639277501
2025-05-04,1721950.090094641,2290644.057648821,1964103.9990577898
2025-05-05,1700454.0700946408,2266746.0471297107,1969425.2990577898
2025-05-06,1694840.8700946409,2267489.1509532505,1951332.8790577902
2025-05-07,1673587.2400946412,2234013.7009532503,1955589.91905779
2025-05-08,1676340.840094641,2254847.5609532506,1928983.41905779
2025-05-11,1643829.770094641,2209866.7309532505,1924726.3790577902
2025-05-12,1647436.6900946412,2206905.0909532504,1903973.30905779
2025-05-13,1663990.1700946412,2227377.8709532507,1935901.1090577901
2025-05-14,1671532.2400946408,2233987.0909532504,1919405.0790577899
2025-05-15,1657791.530094641,2240136.3909532507,1927387.0290577898
2025-05-18,1657791.530094641,2240136.3909532507,1933772.58905779
2025-05-19,1622317.7800946408,2190310.9009532505,1919405.0790577899
2025-05-20,1652130.1300946414,2226600.9843466105,1918340.8190577899
2025-05-21,1662492.4000946414,2279384.4343466107,1914083.7790577898
2025-05-22,1660066.640094641,2311530.4043466104,1872577.63905779
2025-05-25,1655707.520094641,2322937.844346611,1933772.58905779
2025-05-26,1680925.2800946413,2349762.5743466103,1935901.1090577901
2025-05-27,1707939.080094641,2385222.71434661,1930047.6790577902
2025-05-28,1696186.9700946412,2378399.7743466105,1960911.21905779
2025-05-29,1696186.9700946412,2378399.7743466105,1967296.7790577898
2025-06-01,1774255.449618441,2492571.48401033,1989125.58708899
2025-06-02,1795447.5596184412,2536535.640050831,1976824.0370889902
2025-06-03,1778016.3096184412,2544230.6467585205,1966661.8870889903
2025-06-04,1786413.929618441,2529811.3867585203,1968801.2870889902
2025-06-10,1789860.8396184412,2538772.1767585203,1987521.03708899
2025-06-11,1804680.089618441,2522397.9867585204,2000357.4370889901
2025-06-12,1800447.0396184414,2513545.82675852,2001961.9870889902
2025-06-15,1681205.4696184413,2401958.5967585207,1899805.6370889903
2025-06-16,1689727.9496184408,2441921.2967585204,1888038.93708899
2025-06-17,1671005.889618441,2452301.1167585202,1873063.1370889903
2025-06-18,1671745.3296184407,2481944.486758521,1869854.0370889902
2025-06-19,1663800.2796184411,2484908.7667585206,1850599.4370889901
2025-06-22,1713349.7396184413,2531087.7067585206,1863970.6870889901
2025-06-23,1720488.269618441,2560567.8767585205,1884829.8370889903
2025-06-24,1774101.189618441,2655372.9667585203,1914246.58708899
2025-06-25,1811051.4096184408,2768796.376758521,1982707.38708899
2025-06-29,1808390.0496184411,2749996.7567585204,1970940.6870889901
2025-06-30,1783941.9396184408,2706144.3367585205,2018007.48708899
2025-07-01,1748824.5583032814,2701815.0486632404,2008102.95084849
2025-07-02,1767867.7683044807,2735784.0134701706,2000040.45084849
2025-07-06,1795234.9983044812,2773788.793470171,2006490.45084849
2025-07-07,1772290.5383044812,2750419.443470171,2011865.45084849
2025-07-09,1798629.5583044814,2774650.623470171,2019927.95084849
2025-07-10,1803298.5483044814,2762525.893470171,2026915.45084849
2025-07-13,1819808.2983044814,2778788.643470171,2034440.45084849
2025-07-14,1816210.198304481,2800447.563470171,2021002.95084849
2025-07-15,1815025.8783044813,2797041.4134701705,2060777.9508484902
2025-07-16,1800607.9083044808,2767774.953470171,2073140.45084849
2025-07-17,1812259.978304481,2784656.203470171,2045727.9508484902
2025-07-20,1843856.7883044812,2865907.873470171,2066690.4508484902
2025-07-21,1820932.438304481,2815911.1434701704,2110227.95084849
2025-07-22,1830268.5583044812,2832673.9334701705,2084427.95084849
2025-07-23,1843693.4883044814,2842645.123470171,2066152.9508484898
2025-07-27,1857158.448304481,2866994.8634701706,2083890.4508484902
2025-07-28,1851490.4483044813,2848324.36347017,2080127.9508484902
2025-07-29,1863254.7583044812,2865074.9834701703,2082815.45084849
2025-07-30,1882489.0683044815,2984958.703470171,2081202.95084849
2025-07-31,1940916.5483044812,3057419.353470171,2068302.9508484898
2025-08-03,1950261.9053033912,3105485.95677331,2097594.7200721703
2025-08-04,1944744.876422861,3092778.77092307,2100835.08007217
2025-08-05,1946002.8897001813,3086596.536277231,2149980.5400721706
2025-08-06,1916852.7197001812,3029096.61451053,2159701.62007217
2025-08-07,1920440.339700181,3058515.894510531,2173743.18007217
2025-08-10,1937297.5943150313,3098509.951968521,2196425.7000721702
2025-08-11,1951372.6543150314,3084140.491968521,2213167.56007217
2025-08-12,1953228.4543150314,3086904.2419685205,2200746.18007217
2025-08-13,1940541.0143150312,3085883.21196852,2206146.7800721703
2025-08-14,1966869.1743150312,3108741.0919685205,2179143.7800721703
2025-08-17,1988069.254315031,3110855.8719685203,2180223.90007217
2025-08-18,2054684.7243150312,3207778.2819685205,2203986.5400721706
2025-08-19,2079483.694315031,3212608.9719685204,2194805.52007217
2025-08-20,2027121.864315031,3163267.0619685203,2211547.3800721704
2025-08-21,2013696.684315031,3128661.801968521,2189404.92007217
2025-08-24,2024276.504315031,3195151.1119685206,2182384.14007217
2025-08-25,2024018.404315031,3185653.0519685205,2215327.8000721703
2025-08-26,1981990.6443150311,3105578.0519685205,2193725.40007217
2025-08-27,1973227.0043150315,3106867.12196852,2189944.98007217
2025-08-28,1993084.574315031,3121995.3319685203,2185624.50007217
2025-08-31,1923743.6443150314,3023427.7019685204,2184004.32007217
2025-09-01,1934520.5891656913,3051521.6757619204,2172312.80486807
2025-09-02,1934054.876608731,3042213.6005358803,2163089.7948680697
2025-09-03,1886941.4799820913,2982197.3703698204,2163089.7948680697
2025-09-07,1858753.7047059913,2954341.410603921,2129452.93486807
2025-09-08,1846010.5920679416,2927480.7606039206,2119687.39486807
2025-09-09,1875486.9792048014,2974384.5906039206,2128367.87486807
2025-09-10,1881048.2063166513,2976960.40060392,2115347.15486807
2025-09-11,1907605.0863166512,3004633.450603921,2132708.11486807
2025-09-14,1917802.7163166513,3020480.3306039204,2148984.01486807
2025-09-15,1900850.3663166512,3006764.8806039207,2159292.0848680697
2025-09-16,1865746.656316651,2953061.4306039205,2162547.26486807
2025-09-17,1857021.9263166508,2954774.830603921,2142473.65486807
2025-09-18,1847364.7263166513,2967224.5506039206,2150611.6048680698
2025-09-21,1855649.056316651,2976513.4906039205,2176653.0448680697
2025-09-22,1859032.3863166512,2981083.6206039204,2167430.03486807
2025-09-23,1847965.4663166513,2971222.060603921,2165259.91486807
2025-09-24,1850666.6563166513,2980160.5906039206,2205407.1348680696
2025-09-25,1876222.6763166513,2996101.310603921,2210289.90486807
2025-09-28,1891368.456316651,3004443.2906039204,2193471.47486807
2025-09-29,1924498.2263166513,3054068.030603921,2195099.0648680697
2025-09-30,1915821.886316651,3041457.900603921,2236873.87486807
2025-10-01,1923032.6638292812,3043012.8674575104,2262618.4594729003
2025-10-02,1932134.6974917713,3053507.5489061503,2269157.7394729
2025-10-05,1949650.3524407614,3107635.282734701,2264798.2194729
2025-10-06,1960737.6575148012,3113928.1624686006,2294224.9794729
2025-10-07,1949438.8875148015,3125685.4521524804,2297494.6194729
2025-10-08,1968040.4475148015,3149781.65364508,2293680.0394729
2025-10-09,1968040.4475148015,3149781.65364508,2293680.0394729
2025-10-12,2048231.727514801,3374816.0736450804,2299129.4394729
2025-10-13,2034155.8275148014,3362577.1136450805,2288775.5794729
2025-10-14,2013644.8875148017,3326263.3436450805,2310028.2394729
2025-10-15,2024573.1675148015,3356057.44364508,2314387.7594729
2025-10-16,2024573.1675148015,3356057.44364508,2325831.4994729
2025-10-19,2024573.1675148015,3356057.44364508,2337820.1794729
2025-10-20,2022946.2875148014,3398293.9736450803,2341634.7594729
2025-10-21,2014960.247514801,3383885.1236450803,2345449.3394728997
2025-10-22,2017368.5975148014,3420975.8436450805,2328556.1994728995
2025-10-23,2017368.5975148014,3420975.8436450805,2328011.2594729
2025-10-26,2053673.407514801,3559931.5536450804,2348174.0394729
2025-10-27,2057484.5975148014,3516157.203645081,2360162.7194729
2025-10-28,2059624.0975148012,3523659.3936450803,2362342.4794729
2025-10-29,2060680.2675148014,3560316.5536450804,2326921.3794729
2025-10-30,2055126.457514801,3552285.82364508,2367246.9394729
2025-11-02,2044160.8691154413,3511973.7631787406,2379853.6462576003
2025-11-03,2065079.2302579412,3579397.8270323407,2368362.2362576
2025-11-04,2084693.138729341,3600983.2997314404,2401742.0462576
2025-11-05,2074250.2358502012,3587779.92393813,2452085.3662576005
