entry_date,exit_date,exit_year,symbol,shares,entry_price,exit_price,entry_value,exit_value,total_fees,pnl_egp,return_pct,hold_days,exit_reason
2018-02-22,2018-03-06,2018,EAST,24044.0,16.5,18.47,396726.0,444092.68,10.0,47356.67999999999,0.11936722867635752,12,target
2018-01-22,2018-03-13,2018,ORAS,3950.0,145.82,160.18,575989.0,632711.0,10.0,56712.0,0.09845935895165575,50,target
2018-01-08,2018-03-15,2018,JUFO,42476.0,10.75,12.11,456617.0,514384.36,10.0,57757.359999999986,0.12648834265541298,66,target
2018-03-06,2018-03-27,2018,HELI,35310.0,12.86,12.08,454086.6,426544.8,10.0,-27551.79999999999,-0.06067454231701267,21,stop
2018-03-13,2018-04-11,2018,EFID,36279.0,17.44,20.0,632705.76,725580.0,10.0,92864.23999999999,0.14677202581476564,29,target
2018-04-26,2018-05-06,2018,EAST,28237.0,19.79,19.79,558810.23,558810.23,10.0,-10.0,-1.7895002611149307e-05,10,stop
2018-05-02,2018-05-06,2018,PHDC,110669.0,5.14,4.84,568838.6599999999,535637.96,10.0,-33210.69999999995,-0.05838282525641572,4,stop
2018-04-26,2018-05-31,2018,ORHD,85448.0,6.54,6.5,558829.92,555412.0,10.0,-3427.920000000042,-0.006134047600318251,35,stop
2018-05-13,2018-06-14,2018,GBCO,88403.0,6.19,5.5,547214.5700000001,486216.5,10.0,-61008.070000000065,-0.11148736877228287,32,stop
2018-05-16,2018-06-14,2018,CCAP,180599.0,3.03,2.89,547214.97,521931.11,10.0,-25293.859999999986,-0.046222472472998356,29,stop
2018-06-14,2018-08-07,2018,AMOC,44563.0,11.77,10.54,524506.51,469694.02,10.0,-54822.48999999999,-0.10452104282706778,54,stop
2018-08-29,2018-09-04,2018,RAYA,1748625.0,0.29,0.29,507101.24999999994,507101.24999999994,10.0,-10.0,-1.9719733290607247e-05,6,signal_fail
2018-08-07,2018-09-23,2018,ISPH,71422.0,7.1,5.48,507096.1999999999,391392.56000000006,10.0,-115713.63999999984,-0.22818648427572222,47,signal_fail
2018-06-27,2018-09-24,2018,CCAP,162387.0,3.23,2.74,524510.01,444940.38000000006,10.0,-79579.62999999995,-0.15172040548467802,89,stop
2018-12-23,2018-12-25,2018,ISPH,68316.0,6.75,6.55,461133.0,447469.8,10.0,-13673.200000000012,-0.02965099384566011,2,stop
2018-12-25,2018-12-26,2018,ISPH,69706.0,6.55,6.39,456574.3,445421.34,10.0,-11162.959999999963,-0.024449115411057758,1,signal_fail
2019-01-06,2019-01-08,2019,ORWE,62236.0,7.33,7.39,456189.88,459924.04,10.0,3724.1599999999744,0.008163528709484802,2,stop
2019-01-08,2019-02-28,2019,ISPH,69160.0,6.65,8.29,459914.0,573336.3999999999,10.0,113412.3999999999,0.24659211730761266,51,target
2019-01-06,2019-05-21,2019,ORHD,62235.0,7.33,5.93,456182.55,369053.55,10.0,-87139.0,-0.19101573464685742,135,stop
2019-01-06,2019-05-21,2019,EGCH,80174.0,5.69,4.04,456190.06000000006,323902.96,10.0,-132297.10000000003,-0.29000116748304994,135,stop
2019-04-17,2019-07-11,2019,VLMR,278559.0,2.13,2.05,593330.6699999999,571045.95,10.0,-22294.719999999972,-0.03757522280768991,85,stop
2019-05-21,2019-08-21,2019,EFID,17564.0,20.01,19.69,351455.64,345835.16000000003,10.0,-5630.479999999981,-0.01602022917843654,92,stop
2019-07-11,2019-08-21,2019,COMI,12622.0,36.94,37.84,466256.68,477616.48,10.0,11349.799999999988,0.02434212479138322,41,stop
2019-09-17,2019-09-23,2019,EGCH,84769.0,5.15,4.43,436560.35,375526.67,10.0,-61043.67999999999,-0.13982713011923645,6,stop
2019-09-02,2019-10-24,2019,ORHD,60718.0,7.19,6.59,436562.42,400131.62,10.0,-36440.79999999999,-0.08347118527534646,52,stop
2019-10-31,2019-11-04,2019,ORAS,3841.0,106.04,104.0,407299.64,399464.0,10.0,-7845.640000000014,-0.019262338872446955,4,stop
2019-10-31,2019-11-21,2019,AMOC,93452.0,4.36,4.2,407450.72,392498.4,10.0,-14962.319999999949,-0.03672133992866746,21,stop
2019-11-04,2019-12-03,2019,ORAS,3927.0,104.0,98.09,408408.0,385199.43,10.0,-23218.570000000007,-0.056850712391623204,29,stop
2020-02-12,2020-03-03,2020,ADIB,45093.0,8.99,8.43,405386.07,380133.99,10.0,-25262.080000000016,-0.06231533417842681,20,stop
2020-06-04,2020-06-17,2020,FWRY,150848.0,2.72,2.72,410306.56000000006,410306.56000000006,10.0,-10.0,-2.437172377010289e-05,13,stop
2020-06-18,2020-06-22,2020,FWRY,143462.0,2.86,2.98,410301.32,427516.76,10.0,17205.440000000002,0.0419331586215879,4,stop
2020-06-22,2020-07-06,2020,FWRY,143460.0,2.98,3.88,427510.8,556624.7999999999,10.0,129103.99999999994,0.3019864996802456,14,target
2020-06-07,2020-07-08,2020,BFTH,500374.0,0.82,1.04,410306.68,520388.96,10.0,110072.28000000003,0.26826504183356426,31,target
2020-06-21,2020-07-19,2020,ISPH,64818.0,6.33,6.16,410297.94,399278.88,10.0,-11029.059999999998,-0.026880285088866283,28,stop
2020-07-08,2020-07-19,2020,ORHD,129404.0,4.2,3.95,543496.8,511145.8000000001,10.0,-32360.99999999994,-0.05954166113157296,11,stop
2020-07-08,2020-07-19,2020,MCQE,104922.0,5.18,4.82,543495.96,505724.04,10.0,-37781.919999999984,-0.069515829374064,11,stop
2020-09-03,2020-10-04,2020,HELI,77046.0,6.17,5.95,475373.82,458423.7,10.0,-16960.119999999995,-0.03567706276859368,31,stop
2020-09-03,2020-10-04,2020,MCQE,73587.0,6.46,6.22,475372.02,457711.14,10.0,-17670.880000000005,-0.0371723479607828,31,stop
2020-11-17,2020-11-18,2020,RAYA,1094182.0,0.43,0.4,470498.26,437672.8000000001,10.0,-32835.459999999905,-0.06978795428537499,1,stop
2020-11-16,2020-11-22,2020,FWRY,64275.0,7.32,7.04,470493.0,452496.0,10.0,-18007.0,-0.03827221369697639,6,stop
2020-11-19,2020-11-22,2020,ETEL,34299.0,12.76,12.55,437655.24,430452.45,10.0,-7212.789999999979,-0.016480341006073523,3,signal_fail
2020-11-16,2020-12-27,2020,ORWE,66174.0,7.11,6.8,470497.14,449983.2,10.0,-20523.940000000002,-0.043621353135609546,41,stop
2020-12-21,2020-12-27,2020,GBCO,139521.0,3.2,3.22,446467.2,449257.62000000005,10.0,2780.420000000042,0.006227532195733669,6,stop
2020-12-21,2020-12-27,2020,ORHD,89472.0,4.99,4.51,446465.28,403518.72,10.0,-42956.560000000056,-0.09621370542290084,6,stop
2021-01-04,2021-01-21,2021,MCQE,63880.0,6.85,8.43,437578.0,538508.4,10.0,100920.40000000002,0.2306314459199741,17,target
2021-02-28,2021-03-01,2021,RAYA,389008.0,1.41,1.3,548501.2799999999,505710.4,10.0,-42800.87999999989,-0.07803170457774868,1,stop
2021-03-03,2021-03-04,2021,PHDC,301579.0,1.71,1.7,515700.09,512684.3,10.0,-3025.7900000000373,-0.0058672874452335485,1,stop
2021-01-04,2021-03-17,2021,ORHD,90036.0,4.86,5.99,437574.96,539315.64,10.0,101730.68,0.23248477832485745,72,target
2021-03-07,2021-03-17,2021,PHDC,298067.0,1.72,1.63,512675.24,485849.21,10.0,-26836.02999999997,-0.05234457641667635,10,stop
2021-01-04,2021-03-25,2021,GBCO,122228.0,3.58,3.87,437576.24,473022.36,10.0,35436.119999999995,0.0809818080866538,80,max_hold
2021-04-13,2021-05-19,2021,FWRY,46505.0,10.81,12.41,502719.0500000001,577127.05,10.0,74397.99999999994,0.14798973711323324,36,target
2021-04-01,2021-05-24,2021,RAYA,380847.0,1.32,1.89,502718.04,719800.83,10.0,217072.78999999998,0.431793995357762,53,target
2021-05-24,2021-05-25,2021,RAYA,380844.0,1.89,1.81,719795.1599999999,689327.64,10.0,-30477.519999999902,-0.042341641046592576,1,stop
2021-05-19,2021-05-26,2021,FWRY,47310.0,12.41,11.86,587117.1,561096.6,10.0,-26030.5,-0.044335752307739736,7,stop
2021-04-26,2021-06-01,2021,ORHD,86526.0,5.81,5.69,502716.05999999994,492332.94000000006,10.0,-10393.119999999879,-0.02067373107464382,36,stop
2021-06-08,2021-06-10,2021,ARCC,120464.0,4.68,4.64,563771.52,558952.96,10.0,-4828.560000000056,-0.008564670270411502,2,stop
