rebalance_date,selection_date,horizon,factor,ic,observations
2025-09-01,2025-08-31,6m,score_low_risk,0.3376355638380256,18
2025-09-01,2025-08-31,6m,score_liquidity,-0.2115583075335397,18
2025-10-01,2025-09-30,1m,score_momentum,0.5175622596445756,18
2025-10-01,2025-09-30,1m,score_value,0.02091135187681853,18
2025-10-01,2025-09-30,1m,score_quality,0.28438530318634336,18
2025-10-01,2025-09-30,1m,score_growth,0.22187822497420018,18
2025-10-01,2025-09-30,1m,score_low_risk,-0.5136957078252707,18
2025-10-01,2025-09-30,1m,score_liquidity,-0.36429308565531476,18
2025-10-01,2025-09-30,3m,score_momentum,0.33987621441729615,18
2025-10-01,2025-09-30,3m,score_value,-0.20388568079898065,18
2025-10-01,2025-09-30,3m,score_quality,-0.21199631692072865,18
2025-10-01,2025-09-30,3m,score_growth,0.4716202270381837,18
2025-10-01,2025-09-30,3m,score_low_risk,-0.21085296659226407,18
2025-10-01,2025-09-30,3m,score_liquidity,-0.2631578947368421,18
2025-10-01,2025-09-30,6m,score_momentum,0.13223147551797543,18
2025-10-01,2025-09-30,6m,score_value,-0.16519967982686637,18
2025-10-01,2025-09-30,6m,score_quality,-0.06721834438949933,18
2025-10-01,2025-09-30,6m,score_growth,0.4055727554179567,18
2025-10-01,2025-09-30,6m,score_low_risk,0.18708032820195977,18
2025-10-01,2025-09-30,6m,score_liquidity,-0.21775025799793604,18
2025-11-02,2025-10-30,1m,score_momentum,0.48441558441558447,21
2025-11-02,2025-10-30,1m,score_value,0.03980471811752452,21
2025-11-02,2025-10-30,1m,score_quality,0.10526318011602834,21
2025-11-02,2025-10-30,1m,score_growth,0.6404677180921738,21
2025-11-02,2025-10-30,1m,score_low_risk,0.05717999907537343,21
2025-11-02,2025-10-30,1m,score_liquidity,0.044155844155844164,21
2025-11-02,2025-10-30,3m,score_momentum,0.1155844155844156,21
2025-11-02,2025-10-30,3m,score_value,0.14225292704295647,21
2025-11-02,2025-10-30,3m,score_quality,-0.007147499884421679,21
2025-11-02,2025-10-30,3m,score_growth,0.43455669716395967,21
2025-11-02,2025-10-30,3m,score_low_risk,0.11760886173457491,21
2025-11-02,2025-10-30,3m,score_liquidity,0.24545454545454545,21
2025-11-02,2025-10-30,6m,score_momentum,,0
2025-11-02,2025-10-30,6m,score_value,,0
2025-11-02,2025-10-30,6m,score_quality,,0
2025-11-02,2025-10-30,6m,score_growth,,0
2025-11-02,2025-10-30,6m,score_low_risk,,0
2025-11-02,2025-10-30,6m,score_liquidity,,0
2025-12-01,2025-11-30,1m,score_momentum,0.06315789473684211,19
2025-12-01,2025-11-30,1m,score_value,-0.04317222508135748,19
2025-12-01,2025-11-30,1m,score_quality,-0.1387182273000491,19
2025-12-01,2025-11-30,1m,score_growth,0.13333333333333333,19
2025-12-01,2025-11-30,1m,score_low_risk,-0.24495180643489686,19
2025-12-01,2025-11-30,1m,score_liquidity,-0.28771929824561404,19
2025-12-01,2025-11-30,3m,score_momentum,0.15087719298245614,19
2025-12-01,2025-11-30,3m,score_value,-0.07489059452888544,19
2025-12-01,2025-11-30,3m,score_quality,-0.05355577129938605,19
2025-12-01,2025-11-30,3m,score_growth,0.5982456140350877,19
2025-12-01,2025-11-30,3m,score_low_risk,0.1597893504342338,19
2025-12-01,2025-11-30,3m,score_liquidity,-0.12456140350877193,19
2025-12-01,2025-11-30,6m,score_momentum,,0
2025-12-01,2025-11-30,6m,score_value,,0
2025-12-01,2025-11-30,6m,score_quality,,0
2025-12-01,2025-11-30,6m,score_growth,,0
2025-12-01,2025-11-30,6m,score_low_risk,,0
2025-12-01,2025-11-30,6m,score_liquidity,,0
2026-01-04,2025-12-31,1m,score_momentum,0.15533130060501543,19
2026-01-04,2025-12-31,1m,score_value,0.21447893904532367,19
2026-01-04,2025-12-31,1m,score_quality,0.3081651758374509,19
2026-01-04,2025-12-31,1m,score_growth,0.25208629696727225,19
2026-01-04,2025-12-31,1m,score_low_risk,0.16498465826973394,19
2026-01-04,2025-12-31,1m,score_liquidity,0.27543859649122804,19
2026-01-04,2025-12-31,3m,score_momentum,,0
2026-01-04,2025-12-31,3m,score_value,,0
2026-01-04,2025-12-31,3m,score_quality,,0
2026-01-04,2025-12-31,3m,score_growth,,0
2026-01-04,2025-12-31,3m,score_low_risk,,0
2026-01-04,2025-12-31,3m,score_liquidity,,0
2026-01-04,2025-12-31,6m,score_momentum,,0
2026-01-04,2025-12-31,6m,score_value,,0
2026-01-04,2025-12-31,6m,score_quality,,0
2026-01-04,2025-12-31,6m,score_growth,,0
2026-01-04,2025-12-31,6m,score_low_risk,,0
2026-01-04,2025-12-31,6m,score_liquidity,,0
2026-02-01,2026-01-28,1m,score_momentum,0.41298701298701296,21
2026-02-01,2026-01-28,1m,score_value,-0.319871403793421,21
2026-02-01,2026-01-28,1m,score_quality,-0.15274625394405747,21
2026-02-01,2026-01-28,1m,score_growth,0.20779220779220778,21
2026-02-01,2026-01-28,1m,score_low_risk,0.3673605186685239,21
2026-02-01,2026-01-28,1m,score_liquidity,-0.2636363636363636,21
2026-02-01,2026-01-28,3m,score_momentum,,0
2026-02-01,2026-01-28,3m,score_value,,0
2026-02-01,2026-01-28,3m,score_quality,,0
2026-02-01,2026-01-28,3m,score_growth,,0
2026-02-01,2026-01-28,3m,score_low_risk,,0
2026-02-01,2026-01-28,3m,score_liquidity,,0
2026-02-01,2026-01-28,6m,score_momentum,,0
2026-02-01,2026-01-28,6m,score_value,,0
2026-02-01,2026-01-28,6m,score_quality,,0
2026-02-01,2026-01-28,6m,score_growth,,0
2026-02-01,2026-01-28,6m,score_low_risk,,0
2026-02-01,2026-01-28,6m,score_liquidity,,0
2026-03-01,2026-02-26,1m,score_momentum,-0.11748094227299287,22
2026-03-01,2026-02-26,1m,score_value,-0.06306941365469704,22
2026-03-01,2026-02-26,1m,score_quality,0.11488427851342574,22
2026-03-01,2026-02-26,1m,score_growth,-0.1745269767420904,22
2026-03-01,2026-02-26,1m,score_low_risk,0.3298503379203261,22
2026-03-01,2026-02-26,1m,score_liquidity,0.1225296442687747,22
2026-03-01,2026-02-26,3m,score_momentum,,0
2026-03-01,2026-02-26,3m,score_value,,0
2026-03-01,2026-02-26,3m,score_quality,,0
2026-03-01,2026-02-26,3m,score_growth,,0
2026-03-01,2026-02-26,3m,score_low_risk,,0
2026-03-01,2026-02-26,3m,score_liquidity,,0
2026-03-01,2026-02-26,6m,score_momentum,,0
2026-03-01,2026-02-26,6m,score_value,,0
2026-03-01,2026-02-26,6m,score_quality,,0
2026-03-01,2026-02-26,6m,score_growth,,0
2026-03-01,2026-02-26,6m,score_low_risk,,0
2026-03-01,2026-02-26,6m,score_liquidity,,0
2026-04-01,2026-03-31,1m,score_momentum,,0
2026-04-01,2026-03-31,1m,score_value,,0
2026-04-01,2026-03-31,1m,score_quality,,0
2026-04-01,2026-03-31,1m,score_growth,,0
2026-04-01,2026-03-31,1m,score_low_risk,,0
2026-04-01,2026-03-31,1m,score_liquidity,,0
2026-04-01,2026-03-31,3m,score_momentum,,0
2026-04-01,2026-03-31,3m,score_value,,0
2026-04-01,2026-03-31,3m,score_quality,,0
2026-04-01,2026-03-31,3m,score_growth,,0
2026-04-01,2026-03-31,3m,score_low_risk,,0
2026-04-01,2026-03-31,3m,score_liquidity,,0
2026-04-01,2026-03-31,6m,score_momentum,,0
2026-04-01,2026-03-31,6m,score_value,,0
2026-04-01,2026-03-31,6m,score_quality,,0
2026-04-01,2026-03-31,6m,score_growth,,0
2026-04-01,2026-03-31,6m,score_low_risk,,0
2026-04-01,2026-03-31,6m,score_liquidity,,0
