date,etf_dca_equity,ensemble_immediate_equity,ensemble_pullback_equity,walk_forward_ic_immediate_equity,walk_forward_ic_pullback_equity
2015-03-16,125426.18745585003,130000.0,130000.0,130000.0,130000.0
2015-03-17,125671.86745585002,130000.0,130000.0,130000.0,130000.0
2015-03-18,124566.30745585002,130000.0,130000.0,130000.0,130000.0
2015-03-19,125057.66745585001,130000.0,130000.0,130000.0,130000.0
2015-03-22,122846.54745585001,130000.0,130000.0,130000.0,130000.0
2015-03-23,122846.54745585001,130000.0,130000.0,130000.0,130000.0
2015-03-24,123337.90745585,130000.0,130000.0,130000.0,130000.0
2015-03-25,121863.82745585001,130000.0,130000.0,130000.0,130000.0
2015-03-26,119652.70745585002,130000.0,130000.0,130000.0,130000.0
2015-03-30,120389.74745585003,130000.0,130000.0,130000.0,130000.0
2015-03-31,120635.42745585002,130000.0,130000.0,130000.0,130000.0
2015-04-01,130119.11848025,140000.0,140000.0,140000.0,140000.0
2015-04-02,129586.95848025002,140000.0,140000.0,140000.0,140000.0
2015-04-05,126127.91848025002,140000.0,140000.0,140000.0,140000.0
2015-04-06,126127.91848025002,140000.0,140000.0,140000.0,140000.0
2015-04-07,125462.71848025001,140000.0,140000.0,140000.0,140000.0
2015-04-08,125462.71848025001,140000.0,140000.0,140000.0,140000.0
2015-04-09,127458.31848025002,140000.0,140000.0,140000.0,140000.0
2015-04-14,127857.43848025,140000.0,140000.0,140000.0,140000.0
2015-04-15,126793.11848025,140000.0,140000.0,140000.0,140000.0
2015-04-16,126127.91848025002,140000.0,140000.0,140000.0,140000.0
2015-04-19,124664.47848025,140000.0,140000.0,140000.0,140000.0
2015-04-20,122934.95848025002,140000.0,140000.0,140000.0,140000.0
2015-04-22,122934.95848025002,140000.0,140000.0,140000.0,140000.0
2015-04-23,125063.59848025002,140000.0,140000.0,140000.0,140000.0
2015-04-26,123201.03848025,140000.0,140000.0,140000.0,140000.0
2015-04-27,123067.99848025001,140000.0,140000.0,140000.0,140000.0
2015-04-28,119875.03848025,140000.0,140000.0,140000.0,140000.0
2015-04-29,121870.63848025001,140000.0,140000.0,140000.0,140000.0
2015-04-30,125196.63848025001,140000.0,140000.0,140000.0,140000.0
2015-05-03,135366.26442762002,150000.0,150000.0,150000.0,150000.0
2015-05-04,132345.41442762,150000.0,150000.0,150000.0,150000.0
2015-05-05,135941.66442762,150000.0,150000.0,150000.0,150000.0
2015-05-07,135078.56442762,150000.0,150000.0,150000.0,150000.0
2015-05-11,135222.41442762,150000.0,150000.0,150000.0,150000.0
2015-05-12,133927.76442762002,150000.0,150000.0,150000.0,150000.0
2015-05-13,133352.36442762,150000.0,150000.0,150000.0,150000.0
2015-05-14,133352.36442762,150000.0,150000.0,150000.0,150000.0
2015-05-17,128317.61442762,150000.0,150000.0,150000.0,150000.0
2015-05-18,138243.26442762002,150000.0,150000.0,150000.0,150000.0
2015-05-19,139825.61442762002,150000.0,150000.0,150000.0,150000.0
2015-05-20,136229.36442762002,150000.0,150000.0,150000.0,150000.0
2015-05-21,136229.36442762002,150000.0,150000.0,150000.0,150000.0
2015-05-24,143421.86442762002,150000.0,150000.0,150000.0,150000.0
2015-05-25,140976.41442762,150000.0,150000.0,150000.0,150000.0
2015-05-27,140832.56442762,150000.0,150000.0,150000.0,150000.0
2015-05-28,140832.56442762,150000.0,150000.0,150000.0,150000.0
2015-06-01,151005.02845322,160000.0,160000.0,160000.0,160000.0
2015-06-02,148074.46845322,160000.0,160000.0,160000.0,160000.0
2015-06-03,147611.74845322,160000.0,160000.0,160000.0,160000.0
2015-06-04,147611.74845322,160000.0,160000.0,160000.0,160000.0
2015-06-08,144372.70845322,160000.0,160000.0,160000.0,160000.0
2015-06-09,145452.38845322002,160000.0,160000.0,160000.0,160000.0
2015-06-11,145452.38845322002,160000.0,160000.0,160000.0,160000.0
2015-06-15,142213.34845322,160000.0,160000.0,160000.0,160000.0
2015-06-16,142213.34845322,160000.0,160000.0,160000.0,160000.0
2015-06-17,142676.06845322,160000.0,160000.0,160000.0,160000.0
2015-06-21,142676.06845322,160000.0,160000.0,160000.0,160000.0
2015-06-23,140979.42845322003,160000.0,160000.0,160000.0,160000.0
2015-06-24,140979.42845322003,160000.0,160000.0,160000.0,160000.0
2015-06-25,141133.66845322002,160000.0,160000.0,160000.0,160000.0
2015-06-29,141133.66845322002,160000.0,160000.0,160000.0,160000.0
2015-07-02,148629.80848122,170000.0,170000.0,170000.0,170000.0
2015-07-05,147472.56848122002,170000.0,170000.0,170000.0,170000.0
2015-07-06,142347.64848122,170000.0,170000.0,170000.0,170000.0
2015-07-07,137057.40848122002,170000.0,170000.0,170000.0,170000.0
2015-07-08,136230.80848122,170000.0,170000.0,170000.0,170000.0
2015-07-09,136726.76848122,170000.0,170000.0,170000.0,170000.0
2015-07-12,136726.76848122,170000.0,170000.0,170000.0,170000.0
2015-07-14,137222.72848122002,170000.0,170000.0,170000.0,170000.0
2015-07-15,140033.16848122003,170000.0,170000.0,170000.0,170000.0
2015-07-16,140033.16848122003,170000.0,170000.0,170000.0,170000.0
2015-07-22,140033.16848122003,170000.0,170000.0,170000.0,170000.0
2015-07-28,141190.40848122002,170000.0,170000.0,170000.0,170000.0
2015-07-30,144662.12848122002,170000.0,170000.0,170000.0,170000.0
2015-08-03,152322.69102723,180000.0,180000.0,180000.0,180000.0
2015-08-04,154445.61102723,180000.0,180000.0,180000.0,180000.0
2015-08-05,152145.78102723003,180000.0,180000.0,180000.0,180000.0
2015-08-10,152145.78102723003,180000.0,180000.0,180000.0,180000.0
2015-08-12,148607.58102723002,180000.0,180000.0,180000.0,180000.0
2015-08-17,141000.45102723,180000.0,180000.0,180000.0,180000.0
2015-08-19,140115.90102723002,180000.0,180000.0,180000.0,180000.0
2015-08-20,140115.90102723002,180000.0,180000.0,180000.0,180000.0
2015-08-24,126316.92102723001,180000.0,180000.0,180000.0,180000.0
2015-08-25,127024.56102723001,180000.0,180000.0,180000.0,180000.0
2015-08-27,131978.04102723,180000.0,180000.0,180000.0,180000.0
2015-08-30,133570.23102723,180000.0,180000.0,180000.0,180000.0
2015-08-31,133570.23102723,180000.0,180000.0,180000.0,180000.0
2015-09-01,143325.64545299002,190000.0,190000.0,190000.0,190000.0
2015-09-03,147122.24545299003,190000.0,190000.0,190000.0,190000.0
2015-09-09,147122.24545299003,190000.0,190000.0,190000.0,190000.0
2015-09-10,147122.24545299003,190000.0,190000.0,190000.0,190000.0
2015-09-14,147122.24545299003,190000.0,190000.0,190000.0,190000.0
2015-09-17,146362.92545299002,190000.0,190000.0,190000.0,190000.0
2015-09-21,146552.75545299004,190000.0,190000.0,190000.0,190000.0
2015-09-29,146552.75545299004,190000.0,190000.0,190000.0,190000.0
2015-09-30,149969.69545299004,190000.0,190000.0,190000.0,190000.0
2015-10-04,160033.92692757002,200000.0,200000.0,200000.0,200000.0
2015-10-08,160033.92692757002,200000.0,200000.0,200000.0,200000.0
2015-10-12,164490.46692757,200000.0,200000.0,200000.0,200000.0
2015-10-18,164490.46692757,200000.0,200000.0,200000.0,200000.0
2015-10-19,164490.46692757,200000.0,200000.0,200000.0,200000.0
2015-10-20,165098.17692757002,200000.0,200000.0,200000.0,200000.0
2015-10-29,165098.17692757002,200000.0,200000.0,200000.0,200000.0
2015-11-01,175260.27695157003,210000.0,210000.0,210000.0,210000.0
2015-11-08,166443.63695157002,210000.0,210000.0,210000.0,210000.0
2015-11-09,166443.63695157002,210000.0,210000.0,210000.0,210000.0
2015-11-10,166443.63695157002,210000.0,210000.0,210000.0,210000.0
2015-11-11,166443.63695157002,210000.0,210000.0,210000.0,210000.0
2015-11-16,166443.63695157002,210000.0,210000.0,210000.0,210000.0
2015-11-17,149885.55695157003,210000.0,210000.0,210000.0,210000.0
2015-11-18,149885.55695157003,210000.0,210000.0,210000.0,210000.0
2015-11-22,149455.47695157005,210000.0,210000.0,210000.0,210000.0
2015-11-23,149455.47695157005,210000.0,210000.0,210000.0,210000.0
2015-11-29,149455.47695157005,210000.0,210000.0,210000.0,210000.0
2015-12-02,161365.88777589,220000.0,220000.0,220000.0,220000.0
2015-12-03,164574.82777589,220000.0,220000.0,220000.0,220000.0
2015-12-07,168242.18777589,220000.0,220000.0,220000.0,220000.0
2015-12-09,162741.14777589001,220000.0,220000.0,220000.0,220000.0
2015-12-10,160907.46777589,220000.0,220000.0,220000.0,220000.0
2015-12-17,161824.30777589,220000.0,220000.0,220000.0,220000.0
2015-12-20,161595.09777589,220000.0,220000.0,220000.0,220000.0
2015-12-21,164116.40777589002,220000.0,220000.0,220000.0,220000.0
2015-12-24,168012.97777589,220000.0,220000.0,220000.0,220000.0
2015-12-30,168012.97777589,220000.0,220000.0,220000.0,220000.0
2015-12-31,172826.38777589,220000.0,220000.0,220000.0,220000.0
2016-01-03,182788.23392734,230000.0,230000.0,230000.0,230000.0
2016-01-05,178909.51392734,230000.0,230000.0,230000.0,230000.0
2016-01-06,178182.25392734,230000.0,230000.0,230000.0,230000.0
2016-01-10,174061.11392734002,230000.0,230000.0,230000.0,230000.0
2016-01-11,174061.11392734002,230000.0,230000.0,230000.0,230000.0
2016-01-12,167273.35392734004,230000.0,230000.0,230000.0,230000.0
2016-01-13,161697.69392734,230000.0,230000.0,230000.0,230000.0
2016-01-17,161697.69392734,230000.0,230000.0,230000.0,230000.0
2016-01-19,161697.69392734,230000.0,230000.0,230000.0,230000.0
2016-01-21,161697.69392734,230000.0,230000.0,230000.0,230000.0
2016-01-26,151516.05392734002,230000.0,230000.0,230000.0,230000.0
2016-01-28,151516.05392734002,230000.0,230000.0,230000.0,230000.0
2016-01-31,157091.71392734002,230000.0,230000.0,230000.0,230000.0
2016-02-01,162703.21170444,240000.0,240000.0,240000.0,240000.0
2016-02-02,163736.21170444,240000.0,240000.0,240000.0,240000.0
2016-02-04,169934.21170444,240000.0,240000.0,240000.0,240000.0
2016-02-09,169934.21170444,240000.0,240000.0,240000.0,240000.0
2016-02-11,169934.21170444,240000.0,240000.0,240000.0,240000.0
2016-02-15,161928.46170444,240000.0,240000.0,240000.0,240000.0
2016-02-16,165285.71170444,240000.0,240000.0,240000.0,240000.0
2016-02-21,169159.46170444,240000.0,240000.0,240000.0,240000.0
2016-02-22,169159.46170444,240000.0,240000.0,240000.0,240000.0
2016-02-23,170192.46170444,240000.0,240000.0,240000.0,240000.0
2016-02-24,170192.46170444,240000.0,240000.0,240000.0,240000.0
2016-02-28,170192.46170444,240000.0,240000.0,240000.0,240000.0
2016-03-02,180425.75372524,250000.0,250000.0,250000.0,250000.0
2016-03-03,180425.75372524,250000.0,250000.0,250000.0,250000.0
2016-03-06,180699.12372524003,250000.0,250000.0,250000.0,250000.0
2016-03-10,192180.66372524004,250000.0,250000.0,250000.0,250000.0
2016-03-13,193820.88372524,250000.0,250000.0,250000.0,250000.0
2016-03-14,212683.41372524004,250000.0,250000.0,250000.0,250000.0
2016-03-15,209949.71372524003,250000.0,250000.0,250000.0,250000.0
2016-03-16,215690.48372524002,250000.0,250000.0,250000.0,250000.0
2016-03-17,219791.03372524,250000.0,250000.0,250000.0,250000.0
2016-03-20,221157.88372524,250000.0,250000.0,250000.0,250000.0
2016-03-21,218697.55372524002,250000.0,250000.0,250000.0,250000.0
2016-03-22,216510.59372524003,250000.0,250000.0,250000.0,250000.0
2016-03-23,223618.21372524003,250000.0,250000.0,250000.0,250000.0
2016-03-27,223618.21372524003,250000.0,250000.0,250000.0,250000.0
2016-03-28,223618.21372524003,250000.0,250000.0,250000.0,250000.0
2016-03-29,226625.28372524,250000.0,250000.0,250000.0,250000.0
2016-03-30,222798.10372524004,250000.0,250000.0,250000.0,250000.0
2016-04-04,232810.00535388003,260000.0,260000.0,260000.0,260000.0
2016-04-05,235095.20535388004,260000.0,260000.0,260000.0,260000.0
2016-04-06,235095.20535388004,260000.0,260000.0,260000.0,260000.0
2016-04-12,235095.20535388004,260000.0,260000.0,260000.0,260000.0
2016-04-14,235095.20535388004,260000.0,260000.0,260000.0,260000.0
2016-04-17,235095.20535388004,260000.0,260000.0,260000.0,260000.0
2016-04-18,237094.75535388006,260000.0,260000.0,260000.0,260000.0
2016-04-19,242236.45535388004,260000.0,260000.0,260000.0,260000.0
2016-04-20,240236.90535388002,260000.0,260000.0,260000.0,260000.0
2016-04-21,240236.90535388002,260000.0,260000.0,260000.0,260000.0
2016-04-26,242236.45535388004,260000.0,260000.0,260000.0,260000.0
2016-04-27,243093.40535388002,260000.0,260000.0,260000.0,260000.0
2016-04-28,237094.75535388006,260000.0,260000.0,260000.0,260000.0
2016-05-03,241356.79737468,270000.0,270000.0,270000.0,270000.0
2016-05-05,241356.79737468,270000.0,270000.0,270000.0,270000.0
2016-05-09,244336.49737467998,270000.0,270000.0,270000.0,270000.0
2016-05-10,244336.49737467998,270000.0,270000.0,270000.0,270000.0
2016-05-12,244336.49737467998,270000.0,270000.0,270000.0,270000.0
2016-05-17,244336.49737467998,270000.0,270000.0,270000.0,270000.0
2016-05-19,241058.82737468,270000.0,270000.0,270000.0,270000.0
2016-05-26,241058.82737468,270000.0,270000.0,270000.0,270000.0
2016-05-29,239866.94737468005,270000.0,270000.0,270000.0,270000.0
2016-06-01,249904.34739868002,280000.0,280000.0,280000.0,280000.0
2016-06-02,253319.18739868002,280000.0,280000.0,280000.0,280000.0
2016-06-05,253319.18739868002,280000.0,280000.0,280000.0,280000.0
2016-06-06,256113.14739868,280000.0,280000.0,280000.0,280000.0
2016-06-07,257665.34739868002,280000.0,280000.0,280000.0,280000.0
2016-06-08,259838.42739867998,280000.0,280000.0,280000.0,280000.0
2016-06-13,256113.14739868,280000.0,280000.0,280000.0,280000.0
2016-07-10,266210.51880623004,290000.0,290000.0,290000.0,290000.0
2016-07-17,267501.19880623004,290000.0,290000.0,290000.0,290000.0
2016-07-18,271050.56880623003,290000.0,290000.0,290000.0,290000.0
2016-07-19,271050.56880623003,290000.0,290000.0,290000.0,290000.0
2016-07-24,261047.79880623,290000.0,290000.0,290000.0,290000.0
2016-07-26,262661.14880623005,290000.0,290000.0,290000.0,290000.0
2016-07-27,274277.26880623004,290000.0,290000.0,290000.0,290000.0
2016-07-28,282344.01880623004,290000.0,290000.0,290000.0,290000.0
2016-08-02,277798.91732963006,300000.0,300000.0,300000.0,300000.0
2016-08-03,290517.13732963003,300000.0,300000.0,300000.0,300000.0
2016-08-04,297880.3173296301,300000.0,300000.0,300000.0,300000.0
2016-08-07,297880.3173296301,300000.0,300000.0,300000.0,300000.0
2016-08-08,297880.3173296301,300000.0,300000.0,300000.0,300000.0
2016-08-10,299553.76732963003,300000.0,300000.0,300000.0,300000.0
2016-08-11,299553.76732963003,300000.0,300000.0,300000.0,300000.0
2016-08-14,301227.21732963005,300000.0,300000.0,300000.0,300000.0
2016-08-15,301227.21732963005,300000.0,300000.0,300000.0,300000.0
2016-08-16,302900.66732963006,300000.0,300000.0,300000.0,300000.0
2016-08-18,305578.1873296301,300000.0,300000.0,300000.0,300000.0
2016-08-21,306916.94732963,300000.0,300000.0,300000.0,300000.0
2016-08-25,306916.94732963,300000.0,300000.0,300000.0,300000.0
2016-09-01,302835.01985463,310000.0,310000.0,310000.0,310000.0
2016-09-04,302142.83985463,310000.0,310000.0,310000.0,310000.0
2016-09-05,313563.80985463003,310000.0,310000.0,310000.0,310000.0
2016-09-07,301104.56985463,310000.0,310000.0,310000.0,310000.0
2016-09-08,309410.72985462996,310000.0,310000.0,310000.0,310000.0
2016-09-18,298681.93985463004,310000.0,310000.0,310000.0,310000.0
2016-09-20,297989.75985463,310000.0,310000.0,310000.0,310000.0
2016-09-25,297989.75985463,310000.0,310000.0,310000.0,310000.0
2016-10-03,307861.57262573,320000.0,320000.0,320000.0,320000.0
2016-10-04,316085.45262573,320000.0,320000.0,320000.0,320000.0
2016-10-05,322163.97262573004,320000.0,320000.0,320000.0,320000.0
2016-10-09,322163.97262573004,320000.0,320000.0,320000.0,320000.0
2016-10-11,322163.97262573004,320000.0,320000.0,320000.0,320000.0
2016-10-12,322163.97262573004,320000.0,320000.0,320000.0,320000.0
2016-10-13,330030.29262573004,320000.0,320000.0,320000.0,320000.0
2016-10-16,327527.37262573006,320000.0,320000.0,320000.0,320000.0
2016-10-17,321806.41262573004,320000.0,320000.0,320000.0,320000.0
2016-10-18,315370.33262573,320000.0,320000.0,320000.0,320000.0
2016-10-23,322163.97262573004,320000.0,320000.0,320000.0,320000.0
2016-10-24,318945.93262573006,320000.0,320000.0,320000.0,320000.0
2016-10-26,320018.61262573,320000.0,320000.0,320000.0,320000.0
2016-10-27,323951.7726257301,320000.0,320000.0,320000.0,320000.0
2016-11-02,334221.41665533005,330000.0,330000.0,330000.0,330000.0
2016-11-03,359305.93665533,330000.0,330000.0,330000.0,330000.0
2016-11-06,367790.40665533004,330000.0,330000.0,330000.0,330000.0
2016-11-07,386603.79665533005,330000.0,330000.0,330000.0,330000.0
2016-11-08,400990.50665533,330000.0,330000.0,330000.0,330000.0
2016-11-09,405786.07665533,330000.0,330000.0,330000.0,330000.0
2016-11-10,413901.65665533004,330000.0,330000.0,330000.0,330000.0
2016-11-13,430132.81665533,330000.0,330000.0,330000.0,330000.0
2016-11-14,414639.43665533,330000.0,330000.0,330000.0,330000.0
2016-11-15,426812.80665533006,330000.0,330000.0,330000.0,330000.0
2016-11-16,436035.05665533006,330000.0,330000.0,330000.0,330000.0
2016-11-17,436035.05665533006,330000.0,330000.0,330000.0,330000.0
2016-11-20,435666.16665533005,330000.0,330000.0,330000.0,330000.0
2016-11-21,452635.10665533,330000.0,330000.0,330000.0,330000.0
2016-11-22,449683.98665533,330000.0,330000.0,330000.0,330000.0
2016-11-23,453372.88665532996,330000.0,330000.0,330000.0,330000.0
2016-11-28,439355.06665533,330000.0,330000.0,330000.0,330000.0
2016-11-29,439355.06665533,330000.0,330000.0,330000.0,330000.0
2016-12-01,460027.91767573,340000.0,340000.0,340000.0,340000.0
2016-12-05,460027.91767573,340000.0,340000.0,340000.0,340000.0
2016-12-06,458519.63767573005,340000.0,340000.0,340000.0,340000.0
2016-12-07,464552.75767573004,340000.0,340000.0,340000.0,340000.0
2016-12-13,456257.21767573006,340000.0,340000.0,340000.0,340000.0
2016-12-15,452486.51767573005,340000.0,340000.0,340000.0,340000.0
2016-12-18,455880.14767573006,340000.0,340000.0,340000.0,340000.0
2016-12-19,476618.9976757301,340000.0,340000.0,340000.0,340000.0
2016-12-20,489439.3776757301,340000.0,340000.0,340000.0,340000.0
2016-12-21,489439.3776757301,340000.0,340000.0,340000.0,340000.0
2016-12-22,489439.3776757301,340000.0,340000.0,340000.0,340000.0
2016-12-28,504522.1776757301,340000.0,340000.0,340000.0,340000.0
2016-12-29,499243.19767573004,340000.0,340000.0,340000.0,340000.0
2017-01-02,509363.42220553005,350000.0,350000.0,350000.0,350000.0
2017-01-03,500130.38220553,350000.0,350000.0,350000.0,350000.0
2017-01-04,511671.68220553006,350000.0,350000.0,350000.0,350000.0
2017-01-05,530907.1822055301,350000.0,350000.0,350000.0,350000.0
2017-01-08,530907.1822055301,350000.0,350000.0,350000.0,350000.0
2017-01-09,525136.5322055301,350000.0,350000.0,350000.0,350000.0
2017-01-10,548219.1322055301,350000.0,350000.0,350000.0,350000.0
2017-01-15,548219.1322055301,350000.0,350000.0,350000.0,350000.0
2017-01-18,548219.1322055301,350000.0,350000.0,350000.0,350000.0
2017-01-26,539370.80220553,350000.0,350000.0,350000.0,350000.0
2017-01-29,538601.3822055301,350000.0,350000.0,350000.0,350000.0
2017-01-31,520904.72220553,350000.0,350000.0,350000.0,350000.0
2017-02-07,545869.16660628,360000.0,360000.0,360000.0,360000.0
2017-02-09,542734.28660628,360000.0,360000.0,360000.0,360000.0
2017-02-21,542734.28660628,360000.0,360000.0,360000.0,360000.0
2017-02-23,508250.6066062801,360000.0,360000.0,360000.0,360000.0
2017-03-01,507645.42112407996,370000.0,370000.0,370000.0,370000.0
2017-03-06,534826.38112408,370000.0,370000.0,370000.0,370000.0
2017-03-07,534826.38112408,370000.0,370000.0,370000.0,370000.0
2017-03-09,543620.22112408,370000.0,370000.0,370000.0,370000.0
2017-03-12,546817.98112408,370000.0,370000.0,370000.0,370000.0
2017-03-19,555611.8211240801,370000.0,370000.0,370000.0,370000.0
2017-03-20,555611.8211240801,370000.0,370000.0,370000.0,370000.0
2017-03-21,547617.4211240801,370000.0,370000.0,370000.0,370000.0
2017-03-22,542021.3411240801,370000.0,370000.0,370000.0,370000.0
2017-03-23,541221.9011240801,370000.0,370000.0,370000.0,370000.0
2017-03-26,551614.62112408,370000.0,370000.0,370000.0,370000.0
2017-03-28,551614.62112408,370000.0,370000.0,370000.0,370000.0
2017-04-05,557592.47715048,380000.0,380000.0,380000.0,380000.0
2017-04-06,569802.47715048,380000.0,380000.0,380000.0,380000.0
2017-04-09,546196.47715048,380000.0,380000.0,380000.0,380000.0
2017-04-10,541719.47715048,380000.0,380000.0,380000.0,380000.0
2017-04-12,546196.47715048,380000.0,380000.0,380000.0,380000.0
2017-04-13,547417.47715048,380000.0,380000.0,380000.0,380000.0
2017-05-02,557981.2934309801,390000.0,390000.0,390000.0,390000.0
2017-05-07,543876.39343098,390000.0,390000.0,390000.0,390000.0
2017-05-08,562129.7934309801,390000.0,390000.0,390000.0,390000.0
2017-05-09,562129.7934309801,390000.0,390000.0,390000.0,390000.0
2017-05-11,552588.2434309801,390000.0,390000.0,390000.0,390000.0
2017-05-16,555907.0434309801,390000.0,390000.0,390000.0,390000.0
2017-05-24,561300.09343098,390000.0,390000.0,390000.0,390000.0
2017-05-31,578723.7934309801,390000.0,390000.0,390000.0,390000.0
2017-06-01,591376.68719848,400000.0,400000.0,400000.0,400000.0
2017-06-05,601929.43719848,400000.0,400000.0,400000.0,400000.0
2017-06-06,608683.19719848,400000.0,400000.0,400000.0,400000.0
2017-06-08,610793.7471984801,400000.0,400000.0,400000.0,400000.0
2017-06-21,582512.3771984801,400000.0,400000.0,400000.0,400000.0
2017-06-22,603617.8771984801,400000.0,400000.0,400000.0,400000.0
2017-07-09,613991.6953547301,410000.0,410000.0,410000.0,410000.0
2017-07-10,613991.6953547301,410000.0,410000.0,410000.0,410000.0
2017-07-17,622578.8953547301,410000.0,410000.0,410000.0,410000.0
2017-07-19,609698.09535473,410000.0,410000.0,410000.0,410000.0
2017-07-30,601110.8953547301,410000.0,410000.0,410000.0,410000.0
2017-08-14,604645.55538273,420000.0,420000.0,420000.0,420000.0
2017-08-15,589365.95538273,420000.0,420000.0,420000.0,420000.0
2017-08-21,604645.55538273,420000.0,420000.0,420000.0,420000.0
2017-08-23,598097.15538273,420000.0,420000.0,420000.0,420000.0
2017-08-30,609884.2753827301,420000.0,420000.0,420000.0,420000.0
2017-09-07,620206.65415623,430000.0,430000.0,430000.0,430000.0
2017-09-12,621538.50415623,430000.0,430000.0,430000.0,430000.0
2017-09-18,637076.75415623,430000.0,430000.0,430000.0,430000.0
2017-09-19,642404.15415623,430000.0,430000.0,430000.0,430000.0
2017-09-26,625978.00415623,430000.0,430000.0,430000.0,430000.0
2017-09-27,630417.50415623,430000.0,430000.0,430000.0,430000.0
2017-09-28,649951.3041562301,430000.0,430000.0,430000.0,430000.0
2017-10-02,653711.05418023,440000.0,440000.0,440000.0,440000.0
2017-10-09,653260.22418023,440000.0,440000.0,440000.0,440000.0
2017-10-11,653260.22418023,440000.0,440000.0,440000.0,440000.0
2017-10-22,653260.22418023,440000.0,440000.0,440000.0,440000.0
2017-10-23,653260.22418023,440000.0,440000.0,440000.0,440000.0
2017-11-09,694004.7667052301,450000.0,450000.0,450000.0,450000.0
2017-11-14,694004.7667052301,450000.0,450000.0,450000.0,450000.0
2017-11-22,694004.7667052301,450000.0,450000.0,450000.0,450000.0
2017-11-23,665641.0067052301,450000.0,450000.0,450000.0,450000.0
2017-11-28,697664.6067052301,450000.0,450000.0,450000.0,450000.0
2017-12-03,718480.89923023,460000.0,460000.0,460000.0,460000.0
2017-12-06,686920.05923023,460000.0,460000.0,460000.0,460000.0
2017-12-11,696202.65923023,460000.0,460000.0,460000.0,460000.0
2017-12-12,696202.65923023,460000.0,460000.0,460000.0,460000.0
2017-12-13,707805.90923023,460000.0,460000.0,460000.0,460000.0
2017-12-14,707805.90923023,460000.0,460000.0,460000.0,460000.0
2017-12-17,714767.8592302301,460000.0,460000.0,460000.0,460000.0
2017-12-24,714767.8592302301,460000.0,460000.0,460000.0,460000.0
2017-12-25,714767.8592302301,460000.0,460000.0,460000.0,460000.0
2017-12-26,731012.40923023,460000.0,460000.0,460000.0,460000.0
2018-01-02,741486.2117552301,470000.0,470000.0,470000.0,470000.0
2018-01-04,741486.2117552301,470000.0,470000.0,470000.0,470000.0
2018-01-08,737249.1917552301,470000.0,470000.0,470000.0,470000.0
