family,number,value,param_core_weight,param_kama_len,param_kama_fast,param_kama_slow,param_cci_len,param_buy_mild,param_buy_deep,param_trim_mild,param_trim_hard,param_trend_buffer_atr,param_trim_buffer_atr,param_zone_profile,param_atr_len,param_atr_stop,param_atr_trail,wf_score,wf_cagr,wf_sharpe,wf_profit_factor,wf_max_drawdown,wf_return_dd,wf_closed_trades,wf_twr_total_return,wf_excess_return_vs_dca,wf_final_equity,holdout_score,holdout_cagr,holdout_sharpe,holdout_profit_factor,holdout_max_drawdown,holdout_return_dd,holdout_closed_trades,holdout_twr_total_return,holdout_excess_return_vs_dca,holdout_dca_twr_total_return,holdout_final_equity
dca_zone_overlay,10,-0.12034523489681037,0.8,34,3,58,26,-35.0,-60.0,50.0,245.0,0.0,1.4000000000000001,100_60_40_20_0,29,3.9000000000000004,4.0,2.3453533692916686,0.5210603629028937,1.889622678468096,5.0,0.2530575451792423,3.0551125431523554,4.0,0.5185089517768677,-0.14347122320066763,331235.99616966007,2.0981222758630214,0.2993650433932691,1.7486530214273266,inf,0.11536382582091642,2.594964593649873,1.0,0.44165917086397943,-0.12034523489681037,0.5620044057607898,389090.9954630501
dca_zone_overlay,11,-0.14477322978382046,0.8,40,3,59,26,-35.0,-50.0,50.0,245.0,0.0,1.4000000000000001,100_60_40_20_0,30,3.6,4.0,2.344849049202481,0.5211021126993112,1.898249951814864,5.0,0.25306829241426965,3.0505851751501507,4.0,0.5185508132808251,-0.14342936169671028,331337.3306052501,1.938331272053719,0.28356472099128394,1.6558972261629878,inf,0.12635010592774765,2.2442776672734905,1.0,0.41723117597696935,-0.14477322978382046,0.5620044057607898,383148.68938695005
dca_zone_overlay,12,-0.12420008553602901,0.8,35,3,53,25,-35.0,-65.0,65.0,250.0,0.0,1.6,100_60_40_20_0,30,4.2,3.8000000000000003,2.3238507686128695,0.518127997889686,1.875570123115471,5.0,0.25260791774884994,3.0088205843986615,4.0,0.5155943430590024,-0.146385831918533,330814.2274309901,2.0729496978876467,0.2968767641206207,1.7328553639048396,inf,0.1168730180104448,2.5401651225784994,1.0,0.4378043202247608,-0.12420008553602901,0.5620044057607898,388284.18657622003
dca_zone_overlay,13,-0.1252663250510344,0.8,22,3,58,13,-25.0,-85.0,50.0,225.0,0.5,1.5,100_60_40_20_0,25,1.1,2.5,2.3249951612148294,0.5181873970069621,1.8808825395231001,5.0,0.2513411161127497,3.009644123139017,4.0,0.5156566912711896,-0.14632348370634574,331154.5158978076,2.1071465422666904,0.29618817947355125,1.7383970088187723,inf,0.11286842148829801,2.6241899688856685,1.0,0.4367380807097554,-0.1252663250510344,0.5620044057607898,388292.90245972003
dca_zone_overlay,14,-0.12092100364283564,0.8,32,4,52,26,-40.0,-90.0,75.0,225.0,0.30000000000000004,1.0,100_75_50_25_0,27,4.2,3.6,2.2675057778177554,0.5138274161812022,1.8502818431360746,5.0,0.2592083272209924,2.8806609202467204,4.0,0.51131667510169,-0.15066349987584543,330243.72030419257,2.0276184218439104,0.29899350886147347,1.700110591330634,inf,0.12267718586702336,2.43723807934076,1.0,0.44108340211795416,-0.12092100364283564,0.5620044057607898,387595.46181204007
dca_zone_overlay,15,-0.13252521352486268,0.8,36,3,60,32,-30.0,-195.0,65.0,225.0,1.5,2.0,100_60_40_20_0,22,4.0,2.7,2.361251997370805,0.5199612047641562,1.9009589485491645,5.0,0.24477065343190585,3.091430238630574,4.0,0.5174183618112291,-0.14456181316630617,330855.542444655,2.0073911353749274,0.2914964744948383,1.714244614695806,inf,0.12206622026372871,2.388019174060187,1.0,0.4294791922359271,-0.13252521352486268,0.5620044057607898,385195.4386759701
dca_zone_overlay,16,-0.13635501484761003,0.8,22,4,54,23,-50.0,-95.0,50.0,165.0,0.2,0.9,100_75_50_25_0,23,2.6,2.1,2.1972996937947094,0.5076153369083359,1.830188133545487,5.0,0.250221383514982,2.717330961607826,4.0,0.5051403923584241,-0.15683978261911125,329180.0839009876,1.9644778183994651,0.28901839665845097,1.678434738849761,inf,0.12585929969439003,2.2963610743126797,1.0,0.42564939091317977,-0.13635501484761003,0.5620044057607898,383574.7733585301
dca_zone_overlay,17,-0.1485223650509273,0.8,39,3,47,15,-40.0,-70.0,90.0,205.0,0.6000000000000001,1.9000000000000001,100_60_40_20_0,28,4.0,3.1,2.36584024942727,0.5259297766840049,1.8856916091318572,5.0,0.23971634279632348,3.1041573582774573,4.0,0.5233562690746112,-0.13862390590292417,331853.70656719507,1.9337366056883971,0.281132912282996,1.642290187612851,inf,0.1255031406687509,2.240046828987407,1.0,0.4134820407098625,-0.1485223650509273,0.5620044057607898,382024.4645623501
dca_zone_overlay,18,-0.22661363899111153,0.7,32,4,34,29,-25.0,-50.0,140.0,235.0,0.1,0.9,100_60_40_20_0,18,2.7,4.0,2.1238266621688426,0.43869162212836005,1.777857478524411,5.0,0.24855993850603564,2.6048702466998956,4.0,0.43659634782304524,-0.22538382715449012,316992.4934239675,1.700794385683956,0.23005398786308096,1.5015710254832346,inf,0.1310458226381962,1.7555232454699143,1.0,0.3353907667696783,-0.22661363899111153,0.5620044057607898,364352.68898574007
dca_zone_overlay,19,-0.12743382890229737,0.8,21,2,43,22,-45.0,-100.0,70.0,190.0,0.8,1.2000000000000002,100_75_50_25_0,29,3.7,3.5,2.42353915825283,0.5361587464820665,1.9507184819860695,5.0,0.23480806048192238,3.216362214179967,4.0,0.5335276848427276,-0.12845249013480775,333143.63628263504,2.0836490185428014,0.2947879431947418,1.741808413450856,inf,0.11490875620038865,2.5654088769411354,1.0,0.43457057685849243,-0.12743382890229737,0.5620044057607898,386932.47918026004
