family,number,value,param_entry_lookback,param_exit_lookback,param_regime_ma,param_atr_stop,param_atr_trail,wf_score,wf_cagr,wf_sharpe,wf_profit_factor,wf_max_drawdown,wf_return_dd,wf_closed_trades,wf_twr_total_return,wf_excess_return_vs_dca,wf_final_equity
breakout,21,3.5566855883277584,47,22,143,1.9,2.7,3.5566855883277584,0.48616378735855403,2.157558499032754,3.75,0.13081040295526492,6.477836475888963,4.0,0.4838248314330211,-0.1781553435445143,321188.3895546476
breakout,22,2.9964867943132814,72,23,190,2.9000000000000004,2.9000000000000004,2.9964867943132814,0.4252381634348555,1.9264282039392655,3.75,0.13081040295526492,5.209623800496966,4.0,0.4232342833438726,-0.23874589163366278,310119.08223163756
breakout,23,2.766761037663702,31,18,219,2.4,2.2,2.766761037663702,0.399587729937548,1.840394414591596,6.8829539066355405,0.13317221541887603,4.8581542185269075,9.0,0.3977076977555169,-0.26427247722201846,305720.47492634004
breakout,24,1.887669503011173,58,6,198,1.8,3.7,1.887669503011173,0.21451837293981024,1.413756021966766,12.962279460214193,0.14083200122907347,2.6549498928299475,11.0,0.21356908409646008,-0.4484110908810753,272217.2507395976
breakout,25,2.4254399439457366,39,13,177,2.1,3.1,2.4254399439457366,0.3283976353372733,1.619728697827104,3.5263996685598444,0.18503311885654417,4.1479661246680495,9.0,0.32687490418649756,-0.3351052707910378,295386.33136982005
breakout,26,3.2209405856619155,68,24,210,1.5,2.5,3.2209405856619155,0.46376663221291736,2.056367079302818,3.75,0.13081040295526492,5.693187189112706,4.0,0.461553391765801,-0.20042678321173435,317322.33064885007
breakout,27,2.449497709338465,28,15,150,2.5,3.3000000000000003,2.449497709338465,0.4278727406894638,1.8881229639016215,3.603609951428986,0.18645426462734516,4.0132149194640885,8.0,0.4258538669672731,-0.23612630801026224,312305.54776957503
breakout,28,3.437268009136319,44,33,224,3.0,2.9000000000000004,3.437268009136319,0.5257064581368653,2.3129494327158917,2.5,0.11162696414546747,6.5601683883825554,2.0,0.5231496474629314,-0.13883052751460406,328500.64052762755
breakout,29,1.9767214158969617,54,6,249,2.6,1.9,1.9767214158969617,0.22317368948526678,1.4577868672809755,13.210643793116231,0.11309626568732167,2.7614492887297954,11.0,0.2221872289396704,-0.43979294603786495,273715.8849306901
breakout,30,3.6093631047435695,27,20,175,2.1,2.3,3.6093631047435695,0.5149908666752931,2.15052356295942,5.998165915857531,0.12552723693722123,6.590587961370634,7.0,0.5124922991409826,-0.14948787583655282,325411.90512059256
