date,selected_count,target_denominator,turnover_value,turnover_pct,rebalance_fees,cash_balance
2022-02-01,10,10,188704.88412,0.4536391067544512,417.40976824,40.525223750227724
2022-03-01,10,10,271319.45918,0.643293257953519,582.6389183599999,3.86890539021897
2022-04-03,10,10,195933.785555,0.4478096969328266,436.86757111000003,37.92679928019788
2022-05-08,10,10,208404.94989500003,0.46927055965760545,451.80989979000003,2.126794490184693
2022-06-01,10,10,192219.072315,0.4853197488360923,419.43814463,1.9514848602025268
2022-07-03,10,10,180248.759155,0.4658164683480702,400.49751831000003,53.021951550203084
2022-08-01,10,10,95688.979175,0.236237339945509,226.37795835,0.45194820021424675
2022-09-01,10,10,131096.54165,0.2801124049679383,297.1930833,34.41299490021629
2022-10-02,10,10,200118.76021000004,0.42833479860440593,445.23752042,8.698464480229404
2022-11-01,10,10,367769.904255,0.6771899174241993,775.5398085100001,60.76595097022073
2022-12-01,10,10,389132.496435,0.6272595601457709,813.26499287,0.06697310026356718
2023-01-02,10,10,375580.62945999997,0.5085113786970442,791.1612589199999,2.197654180286918
2023-02-01,10,10,531884.063575,0.6883821773043218,1108.76812715,0.3396520303795114
2023-03-01,10,10,369161.82680000004,0.464222315667846,783.3236536,58.83732843041071
2023-04-02,10,10,410303.89791500004,0.5300722576461098,870.60779583,47.249817600431925
2023-05-01,10,10,232441.88595,0.26704012230199126,504.88377190000006,14.247455700471619
2023-06-01,10,10,57150.83565,0.0648858199014524,154.30167129999995,0.07282440047083583
2023-07-04,10,10,237507.90695,0.26096811223382677,510.0158139,37.40539050048301
2023-08-01,10,10,388303.29472999997,0.4196708970111751,811.6065894600001,2.1894110405253286
2023-09-03,10,10,426538.44238,0.4441493508111847,893.07688476,11.085526280599879
2023-10-01,10,10,651762.81144,0.6518903762652022,1333.52562288,8.800583400632604
2023-11-01,10,10,508886.455235,0.4688462837483987,1052.7729104700002,11.116617930703796
2023-12-03,10,10,869891.01397,0.6939587861103651,1779.78202794,8.451029990741517
2024-01-02,10,10,545888.4233200001,0.4519241576653541,1121.77684664,7.092123350754264
2024-02-01,10,10,654253.9415,0.49993121770221793,1348.507883,8.459350350822206
2024-03-03,10,10,1128076.76064,0.7322874676137264,2296.15352128,66.98921907096519
2024-04-01,10,10,958332.07045,0.6787684735677717,1951.6641409000003,55.26093817097717
2024-05-01,10,10,303611.242455,0.2324687957510263,637.22248491,1.3251482610071434
2024-06-02,10,10,965522.93529,0.6664723543988884,1966.04587058,1.939697680993504
2024-07-01,10,10,964695.385545,0.6553424367717862,1974.39077109,34.11311159102479
2024-08-01,10,10,784684.6432050001,0.46968219977874237,1609.3692864099999,5.993510181055171
2024-09-01,10,10,448246.34955499996,0.2680060364923282,941.49269911,1.2698460711399093
2024-10-01,10,10,757873.5479600001,0.4317252369528567,1550.74709592,55.66798015111635
2024-11-03,10,10,1565738.9634200002,0.8762135112084122,3176.4779268400002,89.48207331125741
2024-12-01,10,10,389080.76239499997,0.22570940267576972,813.1615247899999,16.992433521257226
2025-01-02,10,10,365552.364225,0.22553642272829535,756.10472845,9.663790071266703
2025-02-02,10,10,795810.9795799999,0.46268317365813333,1626.62195916,25.97833091134089
2025-03-02,10,10,429287.30304,0.24861883660639908,893.5746060800001,31.682294831436593
2025-04-03,10,10,444213.98286000005,0.2532636817484999,923.4279657200001,0.4295591115114803
2025-05-04,10,10,1138081.201015,0.6419261037038838,2316.16240203,53.1983220816619
2025-06-01,10,10,880529.7355749999,0.4878789238954644,1806.0594711500003,235.72587593172648
2025-07-01,10,10,606447.995755,0.34989959311006325,1227.89599151,53.0980494217074
2025-08-03,10,10,892567.93062,0.4940877484668859,1825.13586124,0.4401681818708312
2025-09-01,10,10,462815.48757,0.2458438560173938,950.6309751399999,3.2636530419113114
2025-10-01,10,10,1628855.0270699998,0.8268782729637548,3292.7100541400005,81.9875389020599
2025-11-02,10,10,1464705.90666,0.6547001275523782,2969.41181332,6.904365582216997
2025-12-01,10,10,1506817.2549,0.6628150252667739,3053.6345098,10.062775782280369
2026-01-04,10,10,1540997.365605,0.6615014904000992,3116.99473121,11.360889572302312
2026-02-01,10,10,682293.5750500001,0.28419386507562355,1404.5871501000001,155.52897947237943
2026-03-01,10,10,1283473.0419199998,0.48963952969526037,2611.94608384,18.00809563230723
2026-04-01,10,10,2246800.71509,0.8726755705357071,4543.6014301800005,80.82737545229611
