family,scope,holdout_excess_vs_dca,holdout_twr_total_return,holdout_cagr,holdout_sharpe,holdout_max_drawdown,meta_json
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 8, ""buy_threshold"": -40.0, ""cci_len"": 28, ""kama_fast"": 4, ""kama_len"": 30, ""kama_slow"": 52, ""trend_buffer_atr"": 2.0}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 12, ""buy_threshold"": -45.0, ""cci_len"": 26, ""kama_fast"": 5, ""kama_len"": 37, ""kama_slow"": 57, ""trend_buffer_atr"": 1.3}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 12, ""buy_threshold"": -35.0, ""cci_len"": 30, ""kama_fast"": 3, ""kama_len"": 27, ""kama_slow"": 54, ""trend_buffer_atr"": 1.5}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 8, ""buy_threshold"": -35.0, ""cci_len"": 30, ""kama_fast"": 4, ""kama_len"": 33, ""kama_slow"": 45, ""trend_buffer_atr"": 1.7}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 7, ""bear_ma"": 200, ""buy_threshold"": -45.0, ""cci_len"": 27, ""kama_fast"": 3, ""kama_len"": 35, ""kama_slow"": 46, ""mfi_len"": 13, ""mfi_threshold"": 35.0, ""trend_buffer_atr"": 1.9}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 7, ""bear_ma"": 240, ""buy_threshold"": -45.0, ""cci_len"": 28, ""kama_fast"": 5, ""kama_len"": 19, ""kama_slow"": 52, ""mfi_len"": 16, ""mfi_threshold"": 45.0, ""trend_buffer_atr"": 1.1}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 11, ""bear_ma"": 200, ""buy_threshold"": -40.0, ""cci_len"": 28, ""kama_fast"": 3, ""kama_len"": 37, ""kama_slow"": 47, ""mfi_len"": 12, ""mfi_threshold"": 35.0, ""trend_buffer_atr"": 1.7}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 10, ""bear_ma"": 240, ""buy_threshold"": -40.0, ""cci_len"": 27, ""kama_fast"": 3, ""kama_len"": 25, ""kama_slow"": 55, ""mfi_len"": 11, ""mfi_threshold"": 40.0, ""trend_buffer_atr"": 1.9}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 9, ""bear_ma"": 200, ""buy_threshold"": -45.0, ""cci_len"": 27, ""kama_fast"": 5, ""kama_len"": 22, ""kama_slow"": 60, ""mfi_len"": 12, ""mfi_threshold"": 40.0, ""trend_buffer_atr"": 1.5}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 12, ""bear_ma"": 240, ""buy_threshold"": -40.0, ""cci_len"": 27, ""kama_fast"": 4, ""kama_len"": 28, ""kama_slow"": 50, ""mfi_len"": 14, ""mfi_threshold"": 35.0, ""trend_buffer_atr"": 1.5}"
